"approval_ym","project_state","approved_cnt","default_cnt","default_rate","chargeoff_sum","avg_amount"
"2021-06-01","NM","26","0","0","0.00","622046.15"
"2023-09-01","MN","171","2","0.011695906432748537","174207.97","545498.83"
"2024-03-01","MN","167","0","0","0.00","312826.35"
"2023-07-01","NE","16","0","0","0.00","269012.50"
"2025-06-01","IL","108","0","0","0.00","584690.74"
"2019-12-01","NE","27","0","0","0.00","214851.85"
"2022-04-01","ND","14","0","0","0.00","531450.00"
"2022-12-01","PR","49","0","0","0.00","113304.08"
"2024-10-01","MA","163","0","0","0.00","285763.80"
"2020-02-01","AZ","56","1","0.017857142857142856","130676.73","414132.14"
"2021-11-01","TX","215","5","0.023255813953488372","580041.71","848722.33"
"2022-05-01","KS","42","0","0","0.00","311483.33"
"2022-10-01","IA","15","1","0.06666666666666667","45913.65","378113.33"
"2023-09-01","OH","399","0","0","0.00","373458.90"
"2024-03-01","NV","51","0","0","0.00","489684.31"
"2024-06-01","CT","92","0","0","0.00","387008.70"
"2024-08-01","ME","31","0","0","0.00","280012.90"
"2020-01-01","DC","4","0","0","0.00","369375.00"
"2021-03-01","WI","116","3","0.02586206896551724","373611.73","428824.14"
"2024-09-01","NV","68","0","0","0.00","572964.71"
"2023-07-01","OH","263","0","0","0.00","257105.70"
"2022-04-01","GU","1","0","0","0.00","45000.00"
"2023-01-01","TN","54","0","0","0.00","455025.93"
"2022-10-01","AK","9","0","0","0.00","593000.00"
"2020-01-01","CT","50","1","0.02","206885.60","282398.00"
"2025-03-01","DC","9","0","0","0.00","665000.00"
"2020-06-01","PA","56","0","0","0.00","456091.07"
"2025-01-01","OH","334","0","0","0.00","320674.25"
"2024-06-01","SC","81","0","0","0.00","828470.37"
"2022-06-01","CT","70","1","0.014285714285714285","34600.71","388891.43"
"2022-12-01","NM","14","0","0","0.00","671535.71"
"2022-02-01","PA","124","1","0.008064516129032258","25000.00","433529.84"
"2019-10-01","NM","18","0","0","0.00","1156988.89"
"2023-12-01","IA","39","0","0","0.00","282553.85"
"2023-03-01","NH","41","0","0","0.00","176787.80"
"2021-11-01","VT","10","0","0","0.00","217240.00"
"2020-07-01","DC","2","0","0","0.00","105500.00"
"2021-12-01","GA","94","2","0.02127659574468085","93849.82","787852.13"
"2020-12-01","NC","74","1","0.013513513513513514","113759.73","968743.24"
"2023-02-01","DE","16","0","0","0.00","259812.50"
"2024-04-01","ID","56","0","0","0.00","243191.07"
"2021-04-01","AZ","74","1","0.013513513513513514","124554.57","806729.73"
"2020-03-01","VT","11","0","0","0.00","100545.45"
"2022-10-01","NC","108","1","0.009259259259259259","9650.21","603227.78"
"2024-11-01","NV","74","0","0","0.00","448760.81"
"2023-02-01","OR","58","0","0","0.00","340510.34"
"2020-01-01","NY","219","11","0.0502283105022831","777869.81","289306.39"
"2023-02-01","ID","43","0","0","0.00","619479.07"
"2022-03-01","GA","129","4","0.031007751937984496","62927.11","906055.04"
"2020-03-01","MI","163","0","0","0.00","308112.27"
"2024-06-01","LA","37","0","0","0.00","596767.57"
"2023-01-01","OH","258","3","0.011627906976744186","148435.62","212550.39"
"2023-12-01","NC","94","0","0","0.00","658232.98"
"2020-09-01","ME","30","0","0","0.00","278606.67"
"2020-09-01","VT","35","0","0","0.00","183205.71"
"2025-02-01","OH","304","0","0","0.00","379663.16"
"2023-06-01","LA","44","1","0.022727272727272728","89553.01","458209.09"
"2020-09-01","FL","299","3","0.010033444816053512","338705.88","852410.03"
"2023-09-01","OK","51","0","0","0.00","750958.82"
"2025-03-01","CA","1051","0","0","0.00","529124.26"
"2020-05-01","DC","2","0","0","0.00","1188000.00"
"2024-05-01","MN","163","0","0","0.00","439335.58"
"2024-06-01","WY","8","0","0","0.00","875250.00"
"2022-05-01","MA","133","2","0.015037593984962405","57475.64","264047.37"
"2021-11-01","NE","19","1","0.05263157894736842","4694.37","285557.89"
"2021-09-01","MS","59","1","0.01694915254237288","105440.04","582286.44"
"2020-04-01","MD","100","0","0","0.00","432743.00"
"2025-04-01","DC","22","0","0","0.00","576986.36"
"2024-01-01","NV","65","0","0","0.00","449206.15"
"2021-12-01","VI","1","0","0","0.00","100000.00"
"2020-09-01","WA","179","1","0.00558659217877095","1619303.99","818319.55"
"2021-07-01","CO","166","3","0.018072289156626505","490688.96","649107.23"
"2024-05-01","CO","171","0","0","0.00","506042.69"
"2024-06-01","ME","32","0","0","0.00","333350.00"
"2020-10-01","LA","17","0","0","0.00","487929.41"
"2025-04-01","RI","43","0","0","0.00","307234.88"
"2024-12-01","RI","21","0","0","0.00","238328.57"
"2021-02-01","IA","30","0","0","0.00","395596.67"
"2020-02-01","AR","23","0","0","0.00","342239.13"
"2024-02-01","IN","118","0","0","0.00","366038.98"
"2022-07-01","NY","226","11","0.048672566371681415","1422616.97","441738.50"
"2025-01-01","TX","536","0","0","0.00","607250.56"
"2023-12-01","AR","14","0","0","0.00","443314.29"
"2021-05-01","VT","14","0","0","0.00","212871.43"
"2023-08-01","LA","39","1","0.02564102564102564","145344.80","497802.56"
"2024-08-01","IN","130","0","0","0.00","481470.77"
"2023-12-01","LA","42","1","0.023809523809523808","145704.00","631233.33"
"2022-06-01","OK","55","0","0","0.00","749347.27"
"2019-10-01","VA","60","4","0.06666666666666667","370321.79","297521.67"
"2020-12-01","VT","9","0","0","0.00","396666.67"
"2024-03-01","PA","231","0","0","0.00","362525.54"
"2023-03-01","IN","124","2","0.016129032258064516","75418.37","376465.32"
"2020-09-01","PR","39","0","0","0.00","152492.31"
"2023-04-01","MS","20","0","0","0.00","386095.00"
"2022-10-01","CA","445","19","0.04269662921348315","2148151.20","721740.00"
"2022-01-01","CO","64","1","0.015625","20000.00","681259.38"
"2023-07-01","FL","355","6","0.016901408450704224","2481168.67","411053.80"
"2024-11-01","VA","110","0","0","0.00","408577.27"
"2020-07-01","NC","66","1","0.015151515151515152","31774.76","730969.70"
"2023-11-01","IL","179","2","0.0111731843575419","296977.78","493625.14"
"2023-03-01","WV","17","0","0","0.00","341982.35"
"2020-03-01","NV","31","2","0.06451612903225806","58795.53","283867.74"
"2023-05-01","ID","33","0","0","0.00","245833.33"
"2025-04-01","NE","31","0","0","0.00","712645.16"
"2022-04-01","AL","23","0","0","0.00","758000.00"
"2021-09-01","AL","68","0","0","0.00","1037766.18"
"2022-04-01","IL","135","5","0.037037037037037035","262579.83","361089.63"
"2019-12-01","FL","246","10","0.04065040650406504","988251.79","559109.35"
"2024-11-01","AK","6","0","0","0.00","1214500.00"
"2021-11-01","MO","76","1","0.013157894736842105","685851.78","307221.05"
"2024-02-01","NV","54","0","0","0.00","430574.07"
"2023-05-01","HI","22","0","0","0.00","198459.09"
"2020-08-01","IN","68","0","0","0.00","366469.12"
"2023-09-01","IN","146","1","0.00684931506849315","144953.87","485837.67"
"2022-03-01","UT","74","1","0.013513513513513514","89628.28","571931.08"
"2021-03-01","FL","220","7","0.031818181818181815","3472617.34","829470.45"
"2021-08-01","SC","70","0","0","0.00","1119061.43"
"2022-09-01","NV","52","1","0.019230769230769232","24745.04","673140.38"
"2023-04-01","MN","121","0","0","0.00","308762.81"
"2022-01-01","WI","57","0","0","0.00","550957.89"
"2021-03-01","VI","1","0","0","0.00","123400.00"
"2021-06-01","KS","47","1","0.02127659574468085","30974.34","486608.51"
"2023-09-01","AL","56","0","0","0.00","879382.14"
"2020-11-01","OR","45","2","0.044444444444444446","571262.62","563155.56"
"2021-02-01","SC","49","0","0","0.00","1112722.45"
"2025-05-01","MT","30","0","0","0.00","420420.00"
"2020-10-01","IN","52","1","0.019230769230769232","118146.35","351121.15"
"2023-10-01","KS","29","0","0","0.00","471393.10"
"2024-12-01","ND","17","0","0","0.00","853758.82"
"2019-12-01","OR","69","0","0","0.00","466224.64"
"2025-01-01","GU","2","0","0","0.00","100000.00"
"2020-09-01","IA","45","0","0","0.00","467395.56"
"2021-05-01","AL","26","0","0","0.00","803000.00"
"2021-03-01","UT","84","1","0.011904761904761904","28148.86","673604.76"
"2022-07-01","GU","2","0","0","0.00","87500.00"
"2020-08-01","AK","5","0","0","0.00","602880.00"
"2024-02-01","PR","43","0","0","0.00","361055.81"
"2021-02-01","KS","22","0","0","0.00","589350.00"
"2024-01-01","ND","9","0","0","0.00","195088.89"
"2021-11-01","SD","10","0","0","0.00","391160.00"
"2023-04-01","MO","68","1","0.014705882352941176","146941.90","433635.29"
"2024-07-01","MD","96","0","0","0.00","445988.54"
"2025-03-01","AL","67","0","0","0.00","502407.46"
"2023-05-01","MT","16","0","0","0.00","388262.50"
"2023-06-01","AR","23","0","0","0.00","460578.26"
"2023-02-01","HI","7","0","0","0.00","184285.71"
"2021-08-01","OR","110","2","0.01818181818181818","210339.47","865402.73"
"2020-02-01","ME","23","0","0","0.00","115343.48"
"2020-10-01","MD","53","3","0.05660377358490566","149877.44","339428.30"
"2020-08-01","LA","17","1","0.058823529411764705","978961.43","586258.82"
"2025-02-01","SD","14","0","0","0.00","378528.57"
"2025-01-01","NM","34","0","0","0.00","477400.00"
"2022-12-01","CO","106","1","0.009433962264150943","14992.05","610896.23"
"2022-11-01","ME","18","1","0.05555555555555555","23588.19","175666.67"
"2021-08-01","SD","14","1","0.07142857142857142","20918.05","478942.86"
"2023-07-01","PA","159","1","0.006289308176100629","24999.73","359869.18"
"2020-04-01","IN","87","0","0","0.00","576785.06"
"2021-11-01","DE","15","0","0","0.00","301833.33"
"2022-12-01","NH","30","0","0","0.00","288360.00"
"2024-05-01","NV","68","0","0","0.00","311089.71"
"2022-02-01","NY","192","4","0.020833333333333332","162757.63","447829.17"
"2019-11-01","MI","159","4","0.025157232704402517","516876.13","377369.81"
"2024-12-01","PR","64","0","0","0.00","144771.88"
"2021-04-01","NE","42","0","0","0.00","521573.81"
"2020-12-01","AK","14","0","0","0.00","562128.57"
"2024-06-01","NM","16","0","0","0.00","361831.25"
"2022-07-01","OH","270","6","0.022222222222222223","249019.88","261891.48"
"2020-05-01","CT","14","0","0","0.00","144435.71"
"2023-11-01","ME","40","0","0","0.00","217092.50"
"2024-04-01","MN","124","0","0","0.00","461035.48"
"2024-04-01","MS","24","0","0","0.00","984637.50"
"2021-03-01","MN","223","5","0.02242152466367713","621962.37","438127.35"
"2024-02-01","IA","34","0","0","0.00","192132.35"
"2020-10-01","RI","9","0","0","0.00","293055.56"
"2020-12-01","NH","30","3","0.1","389450.51","329466.67"
"2021-02-01","OK","46","0","0","0.00","799545.65"
"2020-07-01","ID","23","1","0.043478260869565216","8512.55","686086.96"
"2023-09-01","MT","13","0","0","0.00","727846.15"
"2021-05-01","DE","14","0","0","0.00","589400.00"
"2023-04-01","WV","15","0","0","0.00","296373.33"
"2025-04-01","CA","770","0","0","0.00","413727.53"
"2021-06-01","NY","205","6","0.02926829268292683","191133.60","649474.63"
"2019-12-01","IN","73","1","0.0136986301369863","243375.75","588212.33"
"2020-02-01","OR","59","4","0.06779661016949153","122513.37","506610.17"
"2020-03-01","MD","57","3","0.05263157894736842","62137.46","212828.07"
"2024-12-01","OR","102","0","0","0.00","345936.27"
"2023-10-01","MS","26","0","0","0.00","283580.77"
"2020-11-01","AZ","45","0","0","0.00","736151.11"
"2021-09-01","MN","317","6","0.01892744479495268","1483992.62","641536.59"
"2020-08-01","MA","56","0","0","0.00","500558.93"
"2022-10-01","PR","39","0","0","0.00","220520.51"
"2024-05-01","HI","21","0","0","0.00","331485.71"
"2020-12-01","TN","41","0","0","0.00","855173.17"
"2021-06-01","MA","89","0","0","0.00","510070.79"
"2022-02-01","NV","33","1","0.030303030303030304","45674.77","274984.85"
"2023-04-01","SC","62","2","0.03225806451612903","32869.73","572300.00"
"2025-03-01","IL","313","0","0","0.00","481361.02"
"2022-12-01","AL","38","1","0.02631578947368421","99273.76","815297.37"
"2022-04-01","KY","32","0","0","0.00","383121.88"
"2022-05-01","ME","28","0","0","0.00","151239.29"
"2021-09-01","IA","49","0","0","0.00","870310.20"
"2023-11-01","AL","43","0","0","0.00","652465.12"
"2020-03-01","PR","12","1","0.08333333333333333","18363.33","88850.00"
"2024-09-01","MI","250","0","0","0.00","464442.80"
"2022-07-01","ND","10","0","0","0.00","107780.00"
"2024-06-01","SD","14","0","0","0.00","310478.57"
"2019-11-01","LA","32","1","0.03125","159556.06","709921.88"
"2021-06-01","AL","42","0","0","0.00","721392.86"
"2024-07-01","RI","22","0","0","0.00","576990.91"
"2024-12-01","AR","42","0","0","0.00","634202.38"
"2022-02-01","NE","17","0","0","0.00","169141.18"
"2024-09-01","ID","56","0","0","0.00","375028.57"
"2025-02-01","WI","105","0","0","0.00","399138.10"
"2020-05-01","OH","151","2","0.013245033112582781","102335.69","202066.89"
"2020-07-01","IA","26","0","0","0.00","677357.69"
"2024-01-01","NY","355","1","0.0028169014084507044","14993.09","287171.55"
"2023-09-01","GA","227","1","0.004405286343612335","107647.19","699029.52"
"2024-03-01","ID","54","0","0","0.00","165794.44"
"2019-10-01","CO","89","2","0.02247191011235955","408183.59","494444.94"
"2025-02-01","RI","30","0","0","0.00","291280.00"
"2025-05-01","SC","116","0","0","0.00","592900.86"
"2021-03-01","ID","37","0","0","0.00","357597.30"
"2020-10-01","IA","27","0","0","0.00","525881.48"
"2023-01-01","MT","20","0","0","0.00","229980.00"
"2020-09-01","RI","25","0","0","0.00","200152.00"
"2023-03-01","KS","20","0","0","0.00","688355.00"
"2023-05-01","PR","35","0","0","0.00","155634.29"
"2020-09-01","WY","9","0","0","0.00","295611.11"
"2021-07-01","IA","37","1","0.02702702702702703","51264.42","402167.57"
"2021-09-01","OR","102","0","0","0.00","917892.16"
"2020-07-01","OR","64","1","0.015625","2601.03","405439.06"
"2022-08-01","NC","95","0","0","0.00","828237.89"
"2023-04-01","VT","11","1","0.09090909090909091","24661.59","184236.36"
"2022-08-01","NH","39","1","0.02564102564102564","24889.56","270761.54"
"2023-10-01","MI","177","0","0","0.00","342626.55"
"2022-08-01","ID","32","0","0","0.00","478131.25"
"2021-02-01","NJ","102","2","0.0196078431372549","308063.09","824506.86"
"2023-03-01","AR","19","0","0","0.00","567726.32"
"2024-04-01","UT","116","0","0","0.00","367493.10"
"2021-05-01","FL","243","10","0.0411522633744856","1998456.43","797978.60"
"2025-04-01","WY","11","0","0","0.00","836145.45"
"2022-08-01","TN","50","3","0.06","180916.69","524842.00"
"2025-06-01","TX","311","0","0","0.00","723879.10"
"2019-11-01","MO","53","2","0.03773584905660377","523848.59","324583.02"
"2023-11-01","NY","332","0","0","0.00","395707.23"
"2023-01-01","AR","24","0","0","0.00","656145.83"
"2020-03-01","AL","27","0","0","0.00","1111581.48"
"2021-12-01","MI","144","0","0","0.00","484161.81"
"2024-05-01","ND","13","0","0","0.00","213761.54"
"2021-04-01","KS","51","1","0.0196078431372549","120637.28","496407.84"
"2020-05-01","MA","82","0","0","0.00","146651.22"
"2020-02-01","IL","122","9","0.07377049180327869","1227946.23","480215.57"
"2020-05-01","SC","24","2","0.08333333333333333","263245.40","594866.67"
"2024-06-01","KY","61","0","0","0.00","465608.20"
"2025-04-01","NV","86","0","0","0.00","283822.09"
"2020-02-01","GA","84","2","0.023809523809523808","474650.76","988909.52"
"2019-11-01","WV","5","0","0","0.00","164200.00"
"2024-01-01","WA","133","1","0.007518796992481203","15000.00","547847.37"
"2023-03-01","MT","16","0","0","0.00","245343.75"
"2020-06-01","NE","19","0","0","0.00","295568.42"
"2023-03-01","MS","40","0","0","0.00","452750.00"
"2024-02-01","CO","111","0","0","0.00","429522.52"
"2020-08-01","MI","122","1","0.00819672131147541","97768.04","341481.15"
"2024-12-01","CT","68","0","0","0.00","226282.35"
"2021-06-01","NJ","128","1","0.0078125","112999.60","734879.69"
"2021-04-01","WY","10","0","0","0.00","304640.00"
"2024-09-01","AR","37","0","0","0.00","737535.14"
"2020-02-01","ND","5","0","0","0.00","1091060.00"
"2022-05-01","AR","22","0","0","0.00","529659.09"
"2024-06-01","MA","171","0","0","0.00","264958.48"
"2023-12-01","PR","72","0","0","0.00","223418.06"
"2025-05-01","UT","152","0","0","0.00","410995.39"
"2021-10-01","MA","55","1","0.01818181818181818","235825.84","157896.36"
"2022-06-01","KY","48","1","0.020833333333333332","49950.00","453837.50"
"2025-06-01","DE","18","0","0","0.00","279066.67"
"2023-01-01","RI","18","0","0","0.00","142861.11"
"2021-01-01","SD","2","0","0","0.00","354950.00"
"2025-06-01","AL","28","0","0","0.00","623607.14"
"2021-10-01","KS","25","0","0","0.00","373692.00"
"2021-09-01","ME","35","2","0.05714285714285714","735909.19","664222.86"
"2023-01-01","AZ","56","1","0.017857142857142856","146910.59","635887.50"
"2023-11-01","CO","135","0","0","0.00","485847.41"
"2025-01-01","PA","240","0","0","0.00","342656.67"
"2020-04-01","NE","18","0","0","0.00","634183.33"
"2021-09-01","NV","79","2","0.02531645569620253","1318848.43","874031.65"
"2023-10-01","GA","96","0","0","0.00","533811.46"
"2020-09-01","ID","43","0","0","0.00","490481.40"
"2024-07-01","VI","1","0","0","0.00","2171000.00"
"2024-03-01","VT","18","0","0","0.00","95722.22"
"2019-10-01","WV","15","0","0","0.00","338133.33"
"2019-10-01","AK","9","0","0","0.00","416488.89"
"2022-01-01","MT","17","0","0","0.00","250188.24"
"2024-11-01","OH","246","0","0","0.00","353969.11"
"2023-04-01","PR","20","0","0","0.00","181630.00"
"2022-09-01","VT","17","0","0","0.00","535088.24"
"2024-02-01","AK","7","0","0","0.00","885114.29"
"2024-08-01","AL","62","0","0","0.00","427454.84"
"2020-11-01","SC","32","0","0","0.00","768750.00"
"2023-11-01","TN","43","0","0","0.00","704716.28"
"2021-05-01","IA","34","0","0","0.00","602455.88"
"2022-12-01","NY","330","13","0.03939393939393939","804948.94","347804.85"
"2022-03-01","MN","169","6","0.03550295857988166","916777.30","308747.34"
"2022-03-01","CA","465","9","0.01935483870967742","740772.36","779944.09"
"2023-05-01","UT","61","0","0","0.00","576360.66"
"2022-09-01","ID","55","0","0","0.00","329532.73"
"2020-05-01","NH","17","0","0","0.00","295252.94"
"2020-06-01","WV","20","0","0","0.00","153115.00"
"2022-08-01","VT","8","0","0","0.00","113500.00"
"2023-02-01","GA","89","0","0","0.00","774035.96"
"2020-09-01","OR","78","1","0.01282051282051282","38192.17","828269.23"
"2024-09-01","AK","14","0","0","0.00","862528.57"
"2021-08-01","KS","64","0","0","0.00","628043.75"
"2021-02-01","IL","111","3","0.02702702702702703","5584534.62","662990.99"
"2021-01-01","UT","20","0","0","0.00","478715.00"
"2021-02-01","IN","79","0","0","0.00","472241.77"
"2023-03-01","VT","19","1","0.05263157894736842","24803.18","92052.63"
"2022-02-01","GA","97","2","0.020618556701030927","37382.01","889915.46"
"2021-03-01","RI","10","0","0","0.00","233600.00"
"2021-09-01","MD","111","4","0.036036036036036036","284913.68","711359.46"
"2023-08-01","WY","5","0","0","0.00","593320.00"
"2020-09-01","AZ","124","1","0.008064516129032258","105183.17","874861.29"
"2022-01-01","HI","6","1","0.16666666666666666","6592.94","36500.00"
"2024-06-01","PR","64","0","0","0.00","125868.75"
"2020-05-01","MN","96","1","0.010416666666666666","725941.16","211577.08"
"2025-05-01","VI","2","0","0","0.00","920000.00"
"2024-10-01","NJ","272","0","0","0.00","378872.06"
"2022-03-01","PA","178","2","0.011235955056179775","576562.10","481444.94"
"2024-10-01","OK","54","0","0","0.00","796387.04"
"2020-02-01","MT","21","1","0.047619047619047616","97828.74","485142.86"
"2021-05-01","KS","26","1","0.038461538461538464","14984.25","774726.92"
"2022-05-01","HI","10","0","0","0.00","121500.00"
"2022-05-01","MO","69","1","0.014492753623188406","6929.26","417042.03"
"2021-08-01","PR","42","0","0","0.00","193907.14"
"2024-04-01","KY","48","0","0","0.00","438364.58"
"2025-02-01","NE","36","0","0","0.00","386594.44"
"2024-06-01","DE","25","0","0","0.00","537232.00"
"2022-03-01","MI","249","4","0.01606425702811245","68587.25","428150.60"
"2023-11-01","OH","323","0","0","0.00","253793.19"
"2023-02-01","WI","62","0","0","0.00","467925.81"
"2024-11-01","SD","16","0","0","0.00","492837.50"
"2021-12-01","NE","27","0","0","0.00","710285.19"
"2024-01-01","SD","16","0","0","0.00","511768.75"
"2023-04-01","MT","22","0","0","0.00","351009.09"
"2025-05-01","KY","68","0","0","0.00","482673.53"
"2024-12-01","ME","33","0","0","0.00","425090.91"
"2022-08-01","SD","11","1","0.09090909090909091","166431.36","417809.09"
"2022-08-01","MO","78","1","0.01282051282051282","117279.05","412438.46"
"2024-04-01","PA","221","0","0","0.00","385245.70"
"2021-02-01","MN","187","0","0","0.00","340609.09"
"2022-06-01","NH","47","0","0","0.00","270034.04"
"2021-03-01","MO","94","4","0.0425531914893617","606766.44","502664.89"
"2024-12-01","DE","25","0","0","0.00","261720.00"
"2022-07-01","FL","324","9","0.027777777777777776","623048.72","703215.74"
"2020-10-01","MO","45","1","0.022222222222222223","71230.27","445060.00"
"2021-11-01","WY","9","0","0","0.00","150311.11"
"2022-02-01","NH","20","0","0","0.00","485755.00"
"2023-04-01","NJ","184","3","0.016304347826086956","105161.16","456857.61"
"2020-08-01","PR","26","0","0","0.00","157207.69"
"2021-01-01","CO","25","0","0","0.00","815936.00"
"2021-11-01","NH","20","0","0","0.00","314115.00"
"2022-07-01","NC","107","1","0.009345794392523364","95949.88","763042.06"
"2022-12-01","VI","1","0","0","0.00","92500.00"
"2021-06-01","ID","35","1","0.02857142857142857","9502.80","785997.14"
"2023-04-01","KS","37","0","0","0.00","435605.41"
"2024-06-01","MS","24","0","0","0.00","437500.00"
"2020-01-01","FL","186","10","0.053763440860215055","974820.70","528787.63"
"2024-01-01","NE","22","0","0","0.00","298827.27"
"2023-11-01","NJ","180","0","0","0.00","291170.00"
"2020-12-01","NE","18","0","0","0.00","849744.44"
"2024-05-01","VI","3","0","0","0.00","120333.33"
"2020-04-01","VA","73","1","0.0136986301369863","91495.48","674243.84"
"2024-01-01","DC","12","0","0","0.00","437583.33"
"2025-04-01","OK","37","0","0","0.00","287210.81"
"2025-06-01","OH","142","0","0","0.00","323759.86"
"2023-04-01","VA","58","1","0.017241379310344827","115999.48","570482.76"
"2022-01-01","AL","24","1","0.041666666666666664","17267.33","664341.67"
"2020-10-01","OH","170","3","0.01764705882352941","156816.82","238767.65"
"2021-06-01","DE","6","0","0","0.00","592916.67"
"2024-01-01","MS","30","0","0","0.00","359506.67"
"2020-03-01","CO","87","1","0.011494252873563218","89467.48","459808.05"
"2020-01-01","ID","24","1","0.041666666666666664","11561.14","292800.00"
"2021-07-01","VA","78","0","0","0.00","852608.97"
"2020-11-01","PA","67","2","0.029850746268656716","2665515.17","477359.70"
"2023-07-01","AZ","104","1","0.009615384615384616","23072.37","700029.81"
"2025-04-01","PR","28","0","0","0.00","206453.57"
"2023-09-01","NV","62","2","0.03225806451612903","299670.16","602043.55"
"2023-06-01","UT","83","1","0.012048192771084338","108713.70","646973.49"
"2022-04-01","HI","11","0","0","0.00","75000.00"
"2020-08-01","KS","40","0","0","0.00","430715.00"
"2025-03-01","GU","2","0","0","0.00","891500.00"
"2024-12-01","UT","124","0","0","0.00","477123.39"
"2023-07-01","KS","31","0","0","0.00","541025.81"
"2020-12-01","ID","30","0","0","0.00","708966.67"
"2021-02-01","NV","38","0","0","0.00","760394.74"
"2021-06-01","DC","9","0","0","0.00","272355.56"
"2023-11-01","MA","127","0","0","0.00","272871.65"
"2024-09-01","TX","583","0","0","0.00","665007.55"
"2020-10-01","CT","30","2","0.06666666666666667","1357232.72","704056.67"
"2023-11-01","IN","124","0","0","0.00","383168.55"
"2025-01-01","ID","86","0","0","0.00","247831.40"
"2024-02-01","SD","11","0","0","0.00","309418.18"
"2025-03-01","CT","139","0","0","0.00","367946.76"
"2020-04-01","MI","177","7","0.03954802259887006","1006094.10","367970.62"
"2024-03-01","UT","90","0","0","0.00","463550.00"
"2024-08-01","WY","8","0","0","0.00","921125.00"
"2021-04-01","NC","89","1","0.011235955056179775","135123.70","883419.10"
"2021-07-01","NV","62","2","0.03225806451612903","452997.09","732835.48"
"2024-12-01","NY","443","0","0","0.00","344355.53"
"2019-10-01","KS","39","2","0.05128205128205128","314734.99","456282.05"
"2021-01-01","ND","5","0","0","0.00","449180.00"
"2020-07-01","NJ","51","3","0.058823529411764705","172550.35","995254.90"
"2022-01-01","LA","19","0","0","0.00","857315.79"
"2022-03-01","MA","109","0","0","0.00","378981.65"
"2022-06-01","TX","332","8","0.024096385542168676","1258870.60","815940.96"
"2021-05-01","OR","60","1","0.016666666666666666","18407.61","773171.67"
"2022-12-01","TX","300","4","0.013333333333333334","569796.43","737516.00"
"2025-05-01","WA","219","0","0","0.00","535925.11"
"2025-01-01","TN","102","0","0","0.00","446247.06"
"2021-09-01","DC","9","0","0","0.00","403266.67"
"2023-01-01","WI","76","0","0","0.00","499121.05"
"2024-11-01","RI","30","0","0","0.00","230900.00"
"2023-12-01","MN","142","0","0","0.00","489354.23"
"2021-07-01","PA","223","7","0.03139013452914798","4612563.69","754465.02"
"2025-03-01","SC","111","0","0","0.00","542041.44"
"2020-09-01","NJ","111","0","0","0.00","864002.70"
"2024-11-01","PA","211","0","0","0.00","441444.55"
"2021-09-01","VI","1","0","0","0.00","715000.00"
"2025-02-01","DE","27","0","0","0.00","348481.48"
"2024-09-01","NC","205","0","0","0.00","576628.29"
"2019-10-01","NH","40","2","0.05","43656.48","286965.00"
"2022-05-01","RI","12","0","0","0.00","368000.00"
"2023-09-01","WI","94","0","0","0.00","629481.91"
"2020-07-01","CO","77","3","0.03896103896103896","172350.96","517977.92"
"2024-04-01","CO","176","0","0","0.00","511690.34"
"2023-11-01","SC","65","1","0.015384615384615385","18043.56","498310.77"
"2019-12-01","NM","17","1","0.058823529411764705","4134.74","482923.53"
"2024-03-01","ME","37","0","0","0.00","202772.97"
"2025-06-01","TN","47","0","0","0.00","492374.47"
"2022-04-01","VI","1","0","0","0.00","25000.00"
"2023-02-01","CO","113","2","0.017699115044247787","162072.78","498865.49"
"2021-04-01","IL","136","2","0.014705882352941176","113617.67","565211.03"
"2022-06-01","MD","60","1","0.016666666666666666","19999.74","454075.00"
"2023-05-01","ND","5","0","0","0.00","200000.00"
"2023-10-01","WA","103","0","0","0.00","465316.50"
"2020-10-01","NE","9","0","0","0.00","316177.78"
"2025-03-01","AK","19","0","0","0.00","645157.89"
"2024-05-01","WA","163","0","0","0.00","474833.74"
"2020-09-01","ND","32","0","0","0.00","242150.00"
"2020-03-01","NE","19","1","0.05263157894736842","16815.38","539273.68"
"2025-05-01","ND","11","0","0","0.00","1427818.18"
"2022-11-01","HI","11","0","0","0.00","681981.82"
"2023-01-01","MN","107","3","0.028037383177570093","398019.60","304783.18"
"2022-11-01","MI","188","5","0.026595744680851064","658765.35","279894.68"
"2024-02-01","TX","382","0","0","0.00","507994.76"
"2021-10-01","IA","25","0","0","0.00","352520.00"
"2022-11-01","WA","126","4","0.031746031746031744","417883.95","752592.86"
"2021-06-01","WA","121","0","0","0.00","912940.50"
"2022-01-01","OH","222","4","0.018018018018018018","297123.68","285355.86"
"2020-04-01","MT","10","0","0","0.00","247880.00"
"2024-02-01","VT","15","0","0","0.00","441273.33"
"2021-01-01","NC","8","0","0","0.00","710812.50"
"2022-05-01","NC","91","1","0.01098901098901099","19042.26","751824.18"
"2024-03-01","WV","23","0","0","0.00","149778.26"
"2022-06-01","PA","186","3","0.016129032258064516","75970.66","547853.76"
"2023-01-01","IA","19","0","0","0.00","300389.47"
"2024-10-01","DC","14","0","0","0.00","189035.71"
"2024-11-01","HI","13","0","0","0.00","51153.85"
"2023-03-01","NJ","212","5","0.02358490566037736","507189.37","468808.49"
"2022-11-01","CO","116","1","0.008620689655172414","48477.40","555812.93"
"2023-09-01","AZ","137","4","0.029197080291970802","234540.95","714991.24"
