"approval_ym","project_state","approved_cnt","default_cnt","default_rate","chargeoff_sum","avg_amount"
"2024-01-01","DE","13","0","0","0.00","382684.62"
"2023-01-01","NC","82","2","0.024390243902439025","934234.94","629117.07"
"2020-10-01","WA","76","1","0.013157894736842105","14792.67","486684.21"
"2024-05-01","IA","38","1","0.02631578947368421","145751.53","145584.21"
"2023-06-01","FL","400","4","0.01","220413.92","527726.75"
"2022-08-01","WI","80","1","0.0125","25000.00","341955.00"
"2021-09-01","AR","57","0","0","0.00","931600.00"
"2025-03-01","MA","245","0","0","0.00","317527.35"
"2019-11-01","MS","25","0","0","0.00","510992.00"
"2023-12-01","ND","9","0","0","0.00","108111.11"
"2025-02-01","OK","27","0","0","0.00","460814.81"
"2024-12-01","MO","106","0","0","0.00","541471.70"
"2024-02-01","VA","115","0","0","0.00","311326.09"
"2022-02-01","AK","8","0","0","0.00","846250.00"
"2022-08-01","FL","365","9","0.024657534246575342","539052.44","520191.78"
"2024-06-01","OH","285","0","0","0.00","265200.35"
"2023-05-01","IL","179","2","0.0111731843575419","288425.27","530888.83"
"2022-08-01","AZ","81","1","0.012345679012345678","1353763.27","569448.15"
"2020-06-01","NC","41","1","0.024390243902439025","592286.42","1027843.90"
"2021-11-01","ID","21","0","0","0.00","230609.52"
"2021-03-01","SC","35","2","0.05714285714285714","134978.11","834182.86"
"2020-09-01","CA","683","12","0.017569546120058566","2455868.94","945196.63"
"2023-06-01","OH","283","0","0","0.00","291173.50"
"2023-01-01","AK","7","0","0","0.00","402142.86"
"2020-01-01","PA","106","1","0.009433962264150943","14998.92","521060.38"
"2021-12-01","IN","83","3","0.03614457831325301","266722.93","539144.58"
"2023-06-01","NM","22","0","0","0.00","644354.55"
"2023-11-01","NH","48","0","0","0.00","143093.75"
"2025-02-01","UT","124","0","0","0.00","266608.87"
"2022-05-01","FL","323","13","0.04024767801857585","753750.90","505279.57"
"2020-01-01","MT","17","0","0","0.00","283694.12"
"2019-10-01","SC","45","0","0","0.00","677911.11"
"2025-02-01","VA","113","0","0","0.00","370527.43"
"2022-11-01","PR","56","0","0","0.00","121383.93"
"2022-03-01","VT","8","0","0","0.00","335750.00"
"2023-05-01","WA","129","0","0","0.00","516724.03"
"2024-01-01","MA","132","0","0","0.00","223246.97"
"2023-07-01","ID","26","0","0","0.00","525773.08"
"2020-06-01","KY","19","0","0","0.00","344231.58"
"2023-11-01","KS","42","2","0.047619047619047616","178514.36","651716.67"
"2020-05-01","IN","51","0","0","0.00","352027.45"
"2023-05-01","CA","504","15","0.02976190476190476","1608956.75","575171.23"
"2025-06-01","KY","24","0","0","0.00","425041.67"
"2020-12-01","OR","43","2","0.046511627906976744","36501.30","529000.00"
"2022-02-01","LA","30","0","0","0.00","764130.00"
"2021-09-01","VA","127","0","0","0.00","1011969.29"
"2025-06-01","WI","51","0","0","0.00","514937.25"
"2024-03-01","AL","47","0","0","0.00","849704.26"
"2019-10-01","OK","44","3","0.06818181818181818","183437.63","278338.64"
"2021-12-01","DC","10","0","0","0.00","703890.00"
"2023-10-01","PA","131","0","0","0.00","387827.48"
"2024-04-01","OR","104","0","0","0.00","354261.54"
"2020-01-01","GA","98","6","0.061224489795918366","273393.20","665308.16"
"2021-10-01","NH","17","0","0","0.00","232023.53"
"2025-05-01","CA","989","0","0","0.00","500790.29"
"2024-03-01","NM","27","0","0","0.00","656666.67"
"2021-05-01","ID","36","0","0","0.00","468583.33"
"2022-11-01","MA","106","0","0","0.00","276126.42"
"2022-10-01","KS","37","0","0","0.00","549351.35"
"2024-10-01","NH","61","0","0","0.00","184590.16"
"2024-12-01","SC","78","0","0","0.00","499005.13"
"2025-03-01","OR","129","0","0","0.00","342362.79"
"2022-01-01","NE","37","1","0.02702702702702703","26378.80","272262.16"
"2021-01-01","KS","8","0","0","0.00","298500.00"
"2020-08-01","MN","141","0","0","0.00","471229.08"
"2020-08-01","NV","20","0","0","0.00","1081800.00"
"2020-08-01","MS","27","1","0.037037037037037035","129324.95","541562.96"
"2021-07-01","WI","123","1","0.008130081300813009","287806.60","656425.20"
"2024-10-01","MD","123","0","0","0.00","375100.81"
"2020-07-01","SC","32","0","0","0.00","830137.50"
"2025-06-01","MT","8","0","0","0.00","353925.00"
"2021-04-01","PR","33","0","0","0.00","211263.64"
"2021-05-01","ME","28","0","0","0.00","285514.29"
"2023-01-01","HI","10","0","0","0.00","164200.00"
"2021-09-01","FL","585","20","0.03418803418803419","2067514.28","863446.84"
"2021-01-01","MS","11","0","0","0.00","319327.27"
"2021-04-01","WI","116","0","0","0.00","496267.24"
"2021-09-01","KY","74","0","0","0.00","711404.05"
"2023-01-01","DE","12","1","0.08333333333333333","24961.75","204333.33"
"2025-06-01","WA","119","0","0","0.00","627805.04"
"2022-07-01","IA","31","0","0","0.00","566348.39"
"2021-02-01","MD","49","1","0.02040816326530612","44790.39","391995.92"
"2025-02-01","WA","205","0","0","0.00","383587.32"
"2023-12-01","FL","384","0","0","0.00","468885.94"
"2021-05-01","OK","46","0","0","0.00","535815.22"
"2020-11-01","WY","4","0","0","0.00","139625.00"
"2025-03-01","NV","106","0","0","0.00","440275.47"
"2021-11-01","NV","23","0","0","0.00","371369.57"
"2024-06-01","MT","24","0","0","0.00","896145.83"
"2023-09-01","AR","43","0","0","0.00","674613.95"
"2023-03-01","MO","87","1","0.011494252873563218","19122.38","342509.20"
"2023-05-01","MO","81","0","0","0.00","419728.40"
"2021-04-01","MS","26","2","0.07692307692307693","46594.11","415119.23"
"2020-05-01","CO","60","0","0","0.00","596026.67"
"2020-05-01","CA","250","8","0.032","354636.66","648177.20"
"2020-06-01","OK","29","2","0.06896551724137931","1330301.56","530768.97"
"2022-06-01","WY","9","0","0","0.00","907333.33"
"2021-11-01","VA","37","1","0.02702702702702703","137906.54","309278.38"
"2020-03-01","OK","44","1","0.022727272727272728","831081.51","563838.64"
"2022-05-01","SC","53","0","0","0.00","481211.32"
"2021-03-01","AK","7","0","0","0.00","214114.29"
"2023-10-01","MO","50","0","0","0.00","488200.00"
"2020-06-01","KS","24","2","0.08333333333333333","122171.49","543525.00"
"2024-09-01","NH","59","0","0","0.00","209735.59"
"2023-03-01","WY","8","0","0","0.00","1061875.00"
"2024-04-01","CT","75","0","0","0.00","251841.33"
"2024-08-01","ND","4","0","0","0.00","750000.00"
"2020-11-01","CT","32","0","0","0.00","438171.88"
"2024-06-01","IA","30","0","0","0.00","552660.00"
"2021-05-01","ND","15","1","0.06666666666666667","57396.21","403386.67"
"2020-10-01","UT","45","1","0.022222222222222223","240077.22","529837.78"
"2024-09-01","MA","171","0","0","0.00","383014.62"
"2023-08-01","MT","10","0","0","0.00","349960.00"
"2025-02-01","HI","24","0","0","0.00","240108.33"
"2024-01-01","UT","75","0","0","0.00","433402.67"
"2022-03-01","MS","28","0","0","0.00","416717.86"
"2024-07-01","HI","18","0","0","0.00","139133.33"
"2023-12-01","CA","548","4","0.0072992700729927005","224509.06","469297.45"
"2025-04-01","WV","17","0","0","0.00","134617.65"
"2023-10-01","HI","14","0","0","0.00","223271.43"
"2022-10-01","MI","193","2","0.010362694300518135","154873.56","346993.78"
"2023-12-01","MA","136","0","0","0.00","249886.76"
"2023-02-01","KS","41","0","0","0.00","475687.80"
"2024-08-01","AZ","120","0","0","0.00","554029.17"
"2021-11-01","MI","141","1","0.0070921985815602835","240926.95","312080.14"
"2025-01-01","ME","39","0","0","0.00","192030.77"
"2022-12-01","UT","81","2","0.024691358024691357","124715.54","467298.77"
"2020-09-01","MS","55","0","0","0.00","792050.91"
"2024-07-01","SD","12","0","0","0.00","83183.33"
"2022-07-01","UT","65","1","0.015384615384615385","18504.58","924570.77"
"2020-10-01","HI","7","0","0","0.00","186942.86"
"2021-10-01","CT","29","0","0","0.00","160058.62"
"2021-10-01","LA","13","1","0.07692307692307693","135390.43","786923.08"
"2024-01-01","AZ","121","0","0","0.00","419486.78"
"2024-04-01","VT","24","0","0","0.00","218775.00"
"2020-12-01","NM","18","0","0","0.00","913922.22"
"2020-06-01","ME","16","0","0","0.00","260331.25"
"2024-02-01","DE","12","0","0","0.00","218416.67"
"2020-11-01","WA","65","1","0.015384615384615385","14295.42","556490.77"
"2020-09-01","OH","292","2","0.00684931506849315","916901.70","362064.38"
"2022-11-01","VT","8","0","0","0.00","1257375.00"
"2020-09-01","MD","50","0","0","0.00","526150.00"
"2022-01-01","ME","15","0","0","0.00","425686.67"
"2021-06-01","GU","1","0","0","0.00","50000.00"
"2024-06-01","VI","2","0","0","0.00","851500.00"
"2022-04-01","SC","56","0","0","0.00","626126.79"
"2024-06-01","RI","18","0","0","0.00","246194.44"
"2021-05-01","TX","298","4","0.013422818791946308","1049737.17","881294.63"
"2020-03-01","IN","64","1","0.015625","7135.96","459510.94"
"2021-02-01","NC","95","1","0.010526315789473684","137750.00","776612.63"
"2023-04-01","RI","17","1","0.058823529411764705","14925.31","611647.06"
"2021-06-01","LA","35","1","0.02857142857142857","439712.57","801200.00"
"2023-07-01","PR","42","0","0","0.00","161942.86"
"2024-07-01","CT","74","0","0","0.00","273656.76"
"2023-08-01","MN","116","0","0","0.00","479436.21"
"2020-03-01","LA","24","2","0.08333333333333333","115832.69","615833.33"
"2024-11-01","DC","12","0","0","0.00","252383.33"
"2024-03-01","MD","127","1","0.007874015748031496","235873.00","404895.28"
"2023-02-01","MA","82","0","0","0.00","260935.37"
"2021-04-01","NV","44","0","0","0.00","920015.91"
"2022-03-01","SD","11","0","0","0.00","293718.18"
"2021-10-01","OR","43","2","0.046511627906976744","428966.55","384358.14"
"2023-12-01","SC","48","0","0","0.00","356914.58"
"2022-01-01","KY","26","0","0","0.00","440257.69"
"2022-05-01","LA","34","2","0.058823529411764705","173462.34","934900.00"
"2024-07-01","VA","112","0","0","0.00","419190.18"
"2022-06-01","TN","55","0","0","0.00","661192.73"
"2024-09-01","GA","227","0","0","0.00","673336.56"
"2021-09-01","MI","281","1","0.0035587188612099642","303387.03","670582.92"
"2024-10-01","VI","1","0","0","0.00","32000.00"
"2022-09-01","GU","1","0","0","0.00","3000000.00"
"2021-02-01","WY","11","0","0","0.00","841300.00"
"2021-10-01","AL","11","0","0","0.00","573200.00"
"2019-11-01","ID","32","0","0","0.00","507262.50"
"2020-10-01","WV","4","1","0.25","134042.87","155875.00"
"2022-02-01","MD","62","0","0","0.00","538182.26"
"2024-11-01","OK","32","0","0","0.00","327168.75"
"2020-10-01","DC","7","0","0","0.00","450571.43"
"2020-05-01","SD","12","0","0","0.00","421266.67"
"2022-06-01","NM","21","0","0","0.00","587285.71"
"2020-06-01","OR","49","0","0","0.00","278646.94"
"2022-11-01","IN","96","2","0.020833333333333332","55121.00","445430.21"
"2020-12-01","SC","39","0","0","0.00","749635.90"
"2023-01-01","MS","18","1","0.05555555555555555","332642.41","805988.89"
"2023-11-01","WI","82","0","0","0.00","618914.63"
"2020-10-01","SD","7","0","0","0.00","527928.57"
"2025-01-01","FL","532","0","0","0.00","487904.70"
"2020-01-01","VA","53","1","0.018867924528301886","278577.36","502052.83"
"2022-04-01","FL","289","9","0.031141868512110725","1500744.51","627742.56"
"2020-08-01","FL","171","5","0.029239766081871343","1268081.76","701469.59"
"2023-10-01","FL","354","3","0.00847457627118644","1078440.83","377948.87"
"2021-01-01","MT","6","0","0","0.00","795600.00"
"2021-12-01","VT","9","0","0","0.00","129466.67"
"2020-05-01","HI","3","0","0","0.00","58666.67"
"2024-03-01","HI","28","0","0","0.00","309214.29"
"2023-07-01","NV","46","0","0","0.00","436445.65"
"2022-03-01","OK","62","1","0.016129032258064516","48776.47","318041.94"
"2022-06-01","WV","9","1","0.1111111111111111","40110.59","881666.67"
"2022-10-01","TN","41","0","0","0.00","852882.93"
"2021-04-01","NY","229","4","0.017467248908296942","331452.20","546756.77"
"2025-05-01","OH","420","0","0","0.00","370484.29"
"2024-12-01","VT","12","0","0","0.00","48750.00"
"2024-02-01","WA","134","0","0","0.00","507343.28"
"2021-10-01","NJ","46","2","0.043478260869565216","62513.62","224758.70"
"2020-02-01","WV","7","0","0","0.00","467200.00"
"2024-01-01","ME","30","0","0","0.00","172633.33"
"2020-06-01","ID","20","0","0","0.00","188525.00"
"2021-01-01","GA","33","0","0","0.00","652133.33"
"2023-06-01","OR","46","1","0.021739130434782608","147115.67","546247.83"
"2025-03-01","NM","34","0","0","0.00","546550.00"
"2022-05-01","MS","29","2","0.06896551724137931","37457.81","330400.00"
"2024-05-01","AR","24","0","0","0.00","301908.33"
"2022-03-01","NH","33","0","0","0.00","276527.27"
"2021-08-01","MS","61","0","0","0.00","614621.31"
"2020-07-01","MS","28","1","0.03571428571428571","98055.95","700892.86"
"2020-05-01","NV","12","1","0.08333333333333333","29793.98","797908.33"
"2023-05-01","AZ","109","2","0.01834862385321101","227578.84","607074.31"
"2023-08-01","AR","23","0","0","0.00","336508.70"
"2020-01-01","SD","7","0","0","0.00","416142.86"
"2019-12-01","OH","190","6","0.031578947368421054","708883.29","346832.11"
"2024-08-01","AK","8","0","0","0.00","1409750.00"
"2021-08-01","VA","118","0","0","0.00","924094.07"
"2024-08-01","MI","229","0","0","0.00","411576.42"
"2019-11-01","MD","74","2","0.02702702702702703","29618.91","379972.97"
"2021-09-01","ND","18","0","0","0.00","728361.11"
"2020-07-01","VT","13","0","0","0.00","160169.23"
"2024-05-01","FL","520","0","0","0.00","483656.15"
"2019-12-01","NC","82","0","0","0.00","683432.93"
"2023-12-01","NV","60","0","0","0.00","513011.67"
"2021-10-01","VT","8","0","0","0.00","331875.00"
"2021-07-01","MO","106","0","0","0.00","654574.53"
"2020-04-01","VI","2","0","0","0.00","375000.00"
"2023-08-01","OH","288","2","0.006944444444444444","59748.70","222797.92"
"2021-12-01","IL","132","3","0.022727272727272728","110383.26","671723.48"
"2022-07-01","MD","66","6","0.09090909090909091","448165.38","491012.12"
"2022-05-01","WI","97","1","0.010309278350515464","435111.11","572123.71"
"2023-08-01","IA","28","0","0","0.00","522796.43"
"2021-05-01","AZ","89","2","0.02247191011235955","768260.05","877341.57"
"2024-10-01","TN","87","0","0","0.00","410741.38"
"2024-04-01","WA","178","1","0.0056179775280898875","25000.00","485933.71"
"2021-09-01","VT","29","1","0.034482758620689655","17223.00","552968.97"
"2022-03-01","MD","73","2","0.0273972602739726","73184.89","543342.47"
"2020-03-01","OR","62","1","0.016129032258064516","287684.91","613987.10"
"2019-10-01","PR","33","0","0","0.00","156500.00"
"2022-10-01","MO","64","1","0.015625","7360.68","574404.69"
"2024-11-01","ME","47","0","0","0.00","238646.81"
"2020-08-01","OK","55","1","0.01818181818181818","214077.03","460040.00"
"2022-08-01","IL","160","5","0.03125","489333.59","608260.00"
"2020-11-01","OH","168","2","0.011904761904761904","32901.79","197983.33"
"2020-01-01","IL","112","6","0.05357142857142857","3127205.35","519290.18"
"2025-06-01","NE","15","0","0","0.00","241166.67"
"2021-11-01","GA","81","1","0.012345679012345678","9972.22","828493.83"
"2022-07-01","WI","83","0","0","0.00","465957.83"
"2021-05-01","TN","38","1","0.02631578947368421","933962.41","888236.84"
"2019-11-01","KS","24","1","0.041666666666666664","13226.91","364270.83"
"2021-08-01","KY","50","2","0.04","159724.17","765756.00"
"2021-04-01","NH","29","0","0","0.00","263713.79"
"2024-05-01","MS","23","0","0","0.00","316613.04"
"2021-11-01","PR","24","0","0","0.00","129520.83"
"2025-01-01","IA","38","0","0","0.00","334947.37"
"2021-07-01","VT","15","0","0","0.00","204606.67"
"2024-08-01","IL","262","0","0","0.00","553388.17"
"2024-04-01","NM","21","0","0","0.00","421557.14"
"2025-05-01","AK","11","0","0","0.00","873390.91"
"2022-01-01","ND","10","0","0","0.00","439030.00"
"2024-09-01","NJ","263","0","0","0.00","421265.40"
"2023-08-01","UT","61","1","0.01639344262295082","94168.18","299300.00"
"2023-07-01","VA","79","1","0.012658227848101266","19758.58","480592.41"
"2025-04-01","CT","76","0","0","0.00","405436.84"
"2020-03-01","HI","7","0","0","0.00","78571.43"
"2021-04-01","LA","22","0","0","0.00","911972.73"
"2025-05-01","FL","700","0","0","0.00","628006.86"
"2021-08-01","CO","208","2","0.009615384615384616","39880.80","923647.12"
"2021-04-01","CO","131","4","0.030534351145038167","1089493.18","819922.14"
"2025-01-01","CT","104","0","0","0.00","317201.92"
"2020-09-01","TX","413","3","0.007263922518159807","3993522.58","1061268.28"
"2020-02-01","UT","69","2","0.028985507246376812","35099.30","533875.36"
"2021-03-01","NJ","105","3","0.02857142857142857","390188.81","702888.57"
"2022-07-01","NH","33","0","0","0.00","272942.42"
"2022-04-01","MD","85","1","0.011764705882352941","64606.29","326067.06"
"2022-06-01","IL","175","3","0.017142857142857144","231755.58","516250.86"
"2021-01-01","CT","18","0","0","0.00","126550.00"
"2025-01-01","MO","114","0","0","0.00","555092.98"
"2020-04-01","WY","9","0","0","0.00","704766.67"
"2022-04-01","VA","69","2","0.028985507246376812","29646.71","634192.75"
"2025-03-01","PR","57","0","0","0.00","190952.63"
"2025-04-01","MN","123","0","0","0.00","371604.88"
"2021-09-01","GA","300","1","0.0033333333333333335","10677.48","1257072.67"
"2024-04-01","SD","13","0","0","0.00","255707.69"
"2022-12-01","AR","31","0","0","0.00","465141.94"
"2021-08-01","DC","18","0","0","0.00","857316.67"
"2020-04-01","OR","102","0","0","0.00","622763.73"
"2021-12-01","ME","18","0","0","0.00","367344.44"
"2022-03-01","WI","96","0","0","0.00","463197.92"
"2024-11-01","AL","46","0","0","0.00","590667.39"
"2023-10-01","NM","22","0","0","0.00","480609.09"
"2025-06-01","PR","34","0","0","0.00","142864.71"
"2024-03-01","GA","165","0","0","0.00","643618.18"
"2022-02-01","VA","66","2","0.030303030303030304","40826.31","316901.52"
"2024-06-01","AZ","94","0","0","0.00","656671.28"
"2022-01-01","OK","39","0","0","0.00","500838.46"
"2022-10-01","GA","117","6","0.05128205128205128","488219.43","726345.30"
"2020-07-01","WY","5","0","0","0.00","768380.00"
"2023-09-01","IA","33","1","0.030303030303030304","99014.18","273048.48"
"2022-07-01","AL","35","0","0","0.00","480457.14"
"2021-11-01","ME","27","0","0","0.00","246066.67"
"2022-03-01","FL","255","6","0.023529411764705882","1965504.37","614485.49"
"2022-09-01","MN","146","0","0","0.00","438465.75"
"2020-02-01","KS","31","1","0.03225806451612903","119074.76","428396.77"
"2020-01-01","NC","83","1","0.012048192771084338","444558.87","681769.88"
"2021-01-01","PA","45","2","0.044444444444444446","143734.54","299662.22"
"2021-09-01","SD","21","0","0","0.00","670900.00"
"2021-05-01","MN","147","3","0.02040816326530612","900984.21","535265.99"
"2021-11-01","NY","148","8","0.05405405405405406","327445.66","379997.97"
"2020-03-01","SC","28","2","0.07142857142857142","151412.91","395071.43"
"2020-03-01","NY","192","14","0.07291666666666667","929300.62","282121.88"
"2023-02-01","VA","71","0","0","0.00","483166.20"
"2020-06-01","ND","15","0","0","0.00","179013.33"
"2022-01-01","WV","16","0","0","0.00","236443.75"
"2021-03-01","IN","111","0","0","0.00","523554.95"
"2023-11-01","HI","14","0","0","0.00","686142.86"
"2022-07-01","TX","315","6","0.01904761904761905","2946977.51","781514.29"
"2022-09-01","KS","34","1","0.029411764705882353","216682.87","320938.24"
"2022-06-01","NJ","209","4","0.019138755980861243","282904.93","357320.57"
"2021-03-01","DC","9","0","0","0.00","443488.89"
"2024-05-01","NC","119","0","0","0.00","803121.01"
"2022-01-01","GA","131","2","0.015267175572519083","21942.47","660376.34"
"2022-09-01","AK","6","0","0","0.00","483000.00"
"2022-12-01","OR","78","0","0","0.00","577070.51"
"2023-01-01","CT","52","1","0.019230769230769232","175000.00","354786.54"
"2022-02-01","MS","21","0","0","0.00","479671.43"
"2022-04-01","KS","35","0","0","0.00","546597.14"
"2020-09-01","PA","139","0","0","0.00","769256.83"
"2021-06-01","MD","65","1","0.015384615384615385","129618.77","519960.00"
"2024-07-01","NH","51","0","0","0.00","294270.59"
"2024-02-01","WV","22","0","0","0.00","254140.91"
"2022-06-01","OH","300","3","0.01","821365.57","294483.00"
"2025-01-01","AZ","132","0","0","0.00","330290.15"
"2020-08-01","SC","32","0","0","0.00","1177896.88"
"2021-08-01","MD","74","5","0.06756756756756757","187083.64","586848.65"
"2022-09-01","AZ","92","2","0.021739130434782608","22906.96","779845.65"
"2021-07-01","KY","49","0","0","0.00","609816.33"
"2019-12-01","DC","8","0","0","0.00","141225.00"
"2019-11-01","HI","8","1","0.125","25000.00","226375.00"
"2021-03-01","AR","27","0","0","0.00","623470.37"
"2021-02-01","NH","44","0","0","0.00","384806.82"
"2023-01-01","UT","66","0","0","0.00","484040.91"
"2020-06-01","MN","140","0","0","0.00","345776.43"
"2025-04-01","DE","29","0","0","0.00","121327.59"
"2025-02-01","AK","13","0","0","0.00","553300.00"
"2021-12-01","TN","54","0","0","0.00","760492.59"
"2022-11-01","NJ","173","3","0.017341040462427744","377645.16","495034.10"
"2024-02-01","NY","366","0","0","0.00","294553.83"
"2024-09-01","IL","278","0","0","0.00","564522.30"
"2025-06-01","RI","17","0","0","0.00","419405.88"
"2024-03-01","WI","120","0","0","0.00","404590.83"
"2022-07-01","ID","40","0","0","0.00","417082.50"
"2022-03-01","IN","90","1","0.011111111111111112","14411.28","418655.56"
"2023-08-01","TX","336","1","0.002976190476190476","18785.15","634257.44"
"2024-10-01","UT","118","0","0","0.00","550597.46"
"2024-11-01","MT","27","0","0","0.00","504955.56"
"2023-04-01","OR","66","0","0","0.00","442330.30"
"2020-01-01","WY","10","1","0.1","95238.81","1025940.00"
"2019-12-01","LA","14","0","0","0.00","712314.29"
"2023-04-01","AZ","76","2","0.02631578947368421","165411.22","442434.21"
"2023-04-01","WI","80","1","0.0125","29187.76","486281.25"
"2021-09-01","ID","70","0","0","0.00","774094.29"
"2024-03-01","AZ","117","0","0","0.00","628946.15"
"2022-07-01","ME","22","0","0","0.00","186427.27"
"2025-01-01","LA","65","0","0","0.00","562196.92"
"2024-05-01","ID","77","0","0","0.00","317267.53"
"2021-07-01","IL","182","6","0.03296703296703297","977084.57","648537.91"
"2023-10-01","OR","65","1","0.015384615384615385","14698.97","178967.69"
"2023-11-01","PR","58","0","0","0.00","203855.17"
"2022-05-01","MT","13","0","0","0.00","399853.85"
"2020-04-01","AL","36","0","0","0.00","529516.67"
"2021-04-01","AK","8","0","0","0.00","556600.00"
"2025-03-01","VA","183","0","0","0.00","464749.18"
"2024-05-01","LA","42","1","0.023809523809523808","49463.37","538330.95"
"2022-07-01","HI","7","0","0","0.00","118571.43"
"2020-02-01","CT","54","0","0","0.00","280312.96"
"2020-07-01","NH","20","0","0","0.00","124545.00"
"2020-04-01","IL","158","4","0.02531645569620253","1178079.88","710963.92"
"2020-06-01","OH","149","5","0.03355704697986577","1015510.48","328630.20"
"2023-12-01","PA","194","0","0","0.00","313503.09"
"2024-09-01","PR","54","0","0","0.00","123029.63"
"2025-05-01","PA","300","0","0","0.00","535957.00"
"2019-12-01","AK","5","0","0","0.00","519980.00"
"2024-03-01","MI","265","0","0","0.00","326755.09"
"2024-08-01","PA","229","0","0","0.00","386698.69"
"2020-10-01","VT","9","0","0","0.00","78177.78"
"2023-11-01","FL","483","2","0.004140786749482402","63680.48","517869.57"
"2019-12-01","GA","104","2","0.019230769230769232","351124.83","800464.42"
"2019-11-01","RI","10","1","0.1","24995.59","394950.00"
"2024-10-01","PR","60","0","0","0.00","109040.00"
"2020-04-01","UT","91","0","0","0.00","724018.68"
"2025-01-01","NJ","256","0","0","0.00","403217.58"
"2022-01-01","MN","125","2","0.016","105081.61","474330.40"
"2025-01-01","SD","17","0","0","0.00","221752.94"
"2024-01-01","MO","73","0","0","0.00","577658.90"
"2024-03-01","KS","40","0","0","0.00","434245.00"
"2022-02-01","HI","5","0","0","0.00","401000.00"
"2023-09-01","SD","20","0","0","0.00","619065.00"
"2021-12-01","KY","37","2","0.05405405405405406","29275.24","350689.19"
"2021-12-01","TX","270","3","0.011111111111111112","347163.33","898012.96"
"2025-05-01","MO","146","0","0","0.00","580721.23"
"2021-04-01","ID","29","1","0.034482758620689655","234416.13","692451.72"
"2023-10-01","NV","47","0","0","0.00","274982.98"
"2021-12-01","MD","64","2","0.03125","350863.03","375689.06"
"2021-07-01","CT","65","0","0","0.00","597692.31"
"2022-05-01","IL","156","1","0.00641025641025641","8827.53","605641.03"
"2023-09-01","ME","48","0","0","0.00","220466.67"
"2020-03-01","NH","39","0","0","0.00","136779.49"
"2024-07-01","VT","14","0","0","0.00","165214.29"
"2021-01-01","NJ","28","1","0.03571428571428571","38545.93","543882.14"
"2025-03-01","GA","269","0","0","0.00","637064.68"
"2020-01-01","NV","40","1","0.025","17804.42","249125.00"
"2021-07-01","NJ","208","7","0.03365384615384615","437402.16","813730.77"
"2023-09-01","KS","37","0","0","0.00","687140.54"
"2023-11-01","VI","2","0","0","0.00","210000.00"
"2020-03-01","ID","29","1","0.034482758620689655","137739.70","414451.72"
"2022-09-01","FL","351","6","0.017094017094017096","1381314.62","623200.85"
"2021-04-01","WA","142","0","0","0.00","591278.17"
"2025-02-01","NM","24","0","0","0.00","776700.00"
"2021-03-01","AZ","96","3","0.03125","378766.24","683396.88"
"2025-06-01","NM","15","0","0","0.00","621973.33"
"2021-04-01","AR","26","1","0.038461538461538464","135861.02","582661.54"
"2021-02-01","AL","25","0","0","0.00","882536.00"
"2021-09-01","RI","23","0","0","0.00","767304.35"
"2021-11-01","MD","59","1","0.01694915254237288","35476.32","367518.64"
"2021-10-01","GU","2","0","0","0.00","387500.00"
"2019-11-01","MA","121","1","0.008264462809917356","30000.00","261255.37"
"2023-05-01","VI","1","0","0","0.00","25000.00"
"2024-01-01","HI","15","0","0","0.00","45780.00"
"2019-10-01","FL","269","23","0.08550185873605948","1328583.90","492417.10"
"2022-07-01","MO","70","3","0.04285714285714286","333617.21","356228.57"
"2023-11-01","OR","94","0","0","0.00","265829.79"
"2020-03-01","GA","94","3","0.031914893617021274","390146.99","840973.40"
"2020-07-01","ME","22","0","0","0.00","187254.55"
"2025-01-01","PR","31","0","0","0.00","242148.39"
"2020-08-01","WY","5","0","0","0.00","1443300.00"
"2021-07-01","WY","10","0","0","0.00","998120.00"
"2022-12-01","IL","145","4","0.027586206896551724","792625.91","484540.69"
"2021-08-01","CT","75","2","0.02666666666666667","27628.56","400229.33"
"2020-11-01","UT","38","0","0","0.00","571173.68"
"2020-08-01","AL","23","0","0","0.00","775669.57"
"2021-03-01","PA","103","0","0","0.00","519291.26"
"2023-10-01","WV","17","0","0","0.00","734223.53"
"2022-08-01","NY","327","5","0.01529051987767584","299623.24","329239.14"
"2019-11-01","GU","3","0","0","0.00","48333.33"
"2023-10-01","IN","72","0","0","0.00","570548.61"
"2023-06-01","TX","324","1","0.0030864197530864196","249117.20","686333.02"
"2021-04-01","TX","345","10","0.028985507246376812","2088378.76","920527.25"
"2024-12-01","WV","19","0","0","0.00","453036.84"
"2020-05-01","PR","5","0","0","0.00","140300.00"
"2022-08-01","MT","11","0","0","0.00","304909.09"
"2022-02-01","OK","45","1","0.022222222222222223","64597.80","459908.89"
"2021-05-01","UT","91","4","0.04395604395604396","2605012.57","561902.20"
"2025-06-01","NH","25","0","0","0.00","103956.00"
"2023-06-01","WA","122","0","0","0.00","649065.57"
"2020-09-01","KS","67","1","0.014925373134328358","431501.60","588250.75"
"2023-06-01","NH","27","0","0","0.00","119866.67"
"2020-03-01","PA","97","1","0.010309278350515464","149580.90","318584.54"
"2020-08-01","OH","169","4","0.023668639053254437","1759304.76","357988.76"
"2021-04-01","MI","174","4","0.022988505747126436","970480.49","413957.47"
"2024-11-01","MI","210","0","0","0.00","349931.43"
"2020-02-01","RI","16","0","0","0.00","193468.75"
"2021-12-01","IA","31","0","0","0.00","428803.23"
"2024-06-01","WV","13","0","0","0.00","810023.08"
