"approval_ym","naics_code_2","approved_cnt","default_cnt","default_rate","chargeoff_sum","avg_amount"
"2025-05-01","22","8","0","0","0.00","568375.00"
"2022-12-01","92","1","0","0","0.00","4591000.00"
"2022-05-01","54","357","9","0.025210084033613446","777001.95","402579.83"
"2023-07-01","42","184","1","0.005434782608695652","146462.55","670917.93"
"2021-02-01","42","165","2","0.012121212121212121","315628.19","819779.39"
"2025-01-01","22","10","0","0","0.00","344900.00"
"2024-03-01","54","607","3","0.004942339373970346","345135.50","391592.75"
"2022-03-01","52","97","1","0.010309278350515464","23342.54","482857.73"
"2021-04-01","81","381","8","0.02099737532808399","1157989.61","501233.07"
"2021-06-01","23","509","7","0.0137524557956778","1020951.22","491113.56"
"2022-05-01","33","135","1","0.007407407407407408","148614.41","733757.78"
"2023-09-01","55","1","0","0","0.00","1976000.00"
"2023-12-01","45","306","0","0","0.00","495613.73"
"2021-12-01","51","21","0","0","0.00","943361.90"
"2023-07-01","62","400","1","0.0025","75960.19","615865.50"
"2020-06-01","53","57","2","0.03508771929824561","3917887.83","945875.44"
"2022-10-01","61","58","1","0.017241379310344827","94492.11","398639.66"
"2023-06-01","54","488","8","0.01639344262295082","486045.26","379952.25"
"2023-12-01","81","500","2","0.004","296786.45","384408.60"
"2024-04-01","42","274","2","0.0072992700729927005","152700.00","536970.80"
"2021-12-01","44","351","5","0.014245014245014245","63867.02","717817.95"
"2023-01-01","49","22","0","0","0.00","365845.45"
"2021-11-01","11","41","0","0","0.00","691963.41"
"2023-05-01","33","141","1","0.0070921985815602835","145825.97","743812.77"
"2022-07-01","62","398","6","0.01507537688442211","469486.37","735915.08"
"2024-07-01","49","26","0","0","0.00","726138.46"
"2020-07-01","33","108","1","0.009259259259259259","42101.27","817329.63"
"2020-03-01","53","77","1","0.012987012987012988","23005.91","530925.97"
"2020-01-01","21","4","0","0","0.00","120800.00"
"2024-02-01","23","759","1","0.0013175230566534915","49992.93","270757.05"
"2023-12-01","71","144","1","0.006944444444444444","49494.84","377676.39"
"2021-04-01","31","75","0","0","0.00","538602.67"
"2020-03-01","52","63","2","0.031746031746031744","317132.91","422658.73"
"2020-05-01","71","63","0","0","0.00","380419.05"
"2019-10-01","81","403","16","0.03970223325062035","985121.45","392724.57"
"2023-05-01","53","130","2","0.015384615384615385","138159.26","513605.38"
"2024-03-01","72","773","1","0.00129366106080207","49655.87","582578.40"
"2024-09-01","71","273","0","0","0.00","555173.26"
"2025-03-01","31","147","0","0","0.00","446036.73"
"2022-02-01","23","362","3","0.008287292817679558","214562.10","336729.56"
"2024-02-01","71","173","0","0","0.00","431929.48"
"2023-09-01","45","417","0","0","0.00","572646.28"
"2023-01-01","71","130","1","0.007692307692307693","24468.30","388106.15"
"2025-03-01","52","167","0","0","0.00","429064.07"
"2022-04-01","32","63","1","0.015873015873015872","331346.98","737712.70"
"2022-09-01","56","232","7","0.03017241379310345","5305536.00","369094.83"
"2022-05-01","11","58","0","0","0.00","626465.52"
"2019-12-01","72","525","14","0.02666666666666667","1663056.25","617211.62"
"2021-04-01","62","450","3","0.006666666666666667","1454216.82","730136.44"
"2020-05-01","32","44","2","0.045454545454545456","150926.88","674852.27"
"2023-02-01","48","251","8","0.03187250996015936","453164.44","194189.24"
"2024-01-01","52","79","0","0","0.00","401427.85"
"2024-04-01","54","591","0","0","0.00","352004.06"
"2025-01-01","71","271","0","0","0.00","404720.30"
"2023-04-01","56","247","4","0.016194331983805668","1130111.94","300830.36"
"2021-10-01","53","49","3","0.061224489795918366","51423.45","417557.14"
"2025-03-01","33","245","0","0","0.00","732580.82"
"2020-05-01","22","5","1","0.2","14863.63","43000.00"
"2021-02-01","81","312","3","0.009615384615384616","593707.57","583415.06"
"2020-10-01","11","25","1","0.04","21900.03","338100.00"
"2024-06-01","31","102","0","0","0.00","411461.76"
"2023-02-01","21","6","0","0","0.00","118983.33"
"2020-11-01","21","7","0","0","0.00","870357.14"
"2024-07-01","61","91","0","0","0.00","371465.93"
"2020-10-01","44","245","5","0.02040816326530612","1692823.63","733498.78"
"2023-11-01","49","22","0","0","0.00","335363.64"
"2023-11-01","31","108","1","0.009259259259259259","25792.44","485440.74"
"2024-12-01","11","54","0","0","0.00","763990.74"
"2021-07-01","45","231","6","0.025974025974025976","136092.88","543458.87"
"2022-11-01","45","236","5","0.0211864406779661","5319296.49","656456.78"
"2021-02-01","45","121","1","0.008264462809917356","283209.97","519708.26"
"2021-03-01","54","367","5","0.013623978201634877","135987.81","506170.30"
"2020-06-01","32","34","0","0","0.00","683608.82"
"2022-11-01","48","274","13","0.04744525547445255","1798563.07","258846.72"
"2022-05-01","92","5","0","0","0.00","150900.00"
"2025-03-01","62","935","0","0","0.00","545226.31"
"2022-12-01","44","284","5","0.017605633802816902","279684.26","539734.51"
"2021-11-01","51","31","0","0","0.00","532003.23"
"2021-07-01","56","276","6","0.021739130434782608","224330.24","450519.20"
"2022-04-01","42","171","2","0.011695906432748537","28308.65","590537.43"
"2021-09-01","49","46","1","0.021739130434782608","816477.60","861663.04"
"2020-04-01","22","7","0","0","0.00","966742.86"
"2024-12-01","81","743","0","0","0.00","418995.15"
"2019-12-01","42","183","11","0.060109289617486336","962548.32","637260.66"
"2020-05-01","54","165","1","0.006060606060606061","59971.53","293713.33"
"2025-02-01","45","387","0","0","0.00","406116.02"
"2024-04-01","62","557","1","0.0017953321364452424","149578.18","461559.43"
"2021-02-01","48","196","5","0.025510204081632654","972699.84","475896.43"
"2022-08-01","72","614","9","0.014657980456026058","2522218.66","810766.45"
"2021-05-01","32","79","0","0","0.00","774367.09"
"2024-02-01","56","319","1","0.003134796238244514","148044.41","356978.37"
"2024-04-01","61","85","0","0","0.00","307467.06"
"2020-02-01","23","456","23","0.05043859649122807","1567346.48","253869.52"
"2020-07-01","45","102","4","0.0392156862745098","1747223.97","423800.00"
"2023-07-01","49","17","0","0","0.00","311241.18"
"2022-11-01","71","139","0","0","0.00","585007.19"
"2025-03-01","23","1239","0","0","0.00","394805.97"
"2021-04-01","33","146","3","0.02054794520547945","149321.68","1019554.79"
"2024-08-01","23","853","0","0","0.00","369198.01"
"2020-05-01","49","15","0","0","0.00","685933.33"
"2020-07-01","42","113","3","0.02654867256637168","343052.23","920895.58"
"2024-08-01","92","3","0","0","0.00","236600.00"
"2020-06-01","51","25","0","0","0.00","762468.00"
"2021-06-01","54","371","7","0.018867924528301886","172514.97","549168.73"
"2021-05-01","42","192","3","0.015625","2022767.43","965981.77"
"2022-01-01","52","64","1","0.015625","258140.52","283379.69"
"2020-07-01","23","357","8","0.022408963585434174","1301468.77","335359.66"
"2021-05-01","52","89","1","0.011235955056179775","259343.75","445893.26"
"2023-11-01","32","73","0","0","0.00","800372.60"
"2019-10-01","55","2","0","0","0.00","1104850.00"
"2020-09-01","72","603","2","0.003316749585406302","86733.96","1030816.92"
"2022-01-01","23","381","9","0.023622047244094488","746071.18","368061.42"
"2020-05-01","45","87","4","0.04597701149425287","192673.37","234887.36"
"2022-01-01","56","198","4","0.020202020202020204","305623.10","394525.76"
"2021-08-01","48","331","13","0.03927492447129909","5074678.97","457095.17"
"2022-12-01","23","547","8","0.014625228519195612","584310.21","410284.64"
"2023-12-01","62","489","0","0","0.00","469449.90"
"2019-12-01","53","99","2","0.020202020202020204","112971.48","574510.10"
"2021-03-01","21","14","0","0","0.00","887314.29"
"2023-03-01","53","136","1","0.007352941176470588","140374.09","528131.62"
"2024-08-01","42","313","0","0","0.00","607157.83"
"2022-08-01","61","80","2","0.025","168089.44","495176.25"
"2024-09-01","62","775","0","0","0.00","592460.65"
"2021-09-01","33","316","3","0.00949367088607595","472710.37","1032109.18"
"2025-04-01","11","62","0","0","0.00","1226314.52"
"2023-08-01","23","656","7","0.010670731707317074","806748.67","294498.63"
"2025-02-01","51","75","0","0","0.00","345762.67"
"2023-03-01","61","67","0","0","0.00","183091.04"
"2023-11-01","81","560","0","0","0.00","437296.43"
"2021-10-01","22","11","0","0","0.00","103363.64"
"2022-07-01","44","274","4","0.014598540145985401","516398.00","606174.45"
"2024-03-01","48","303","2","0.006600660066006601","199119.81","216865.68"
"2021-06-01","48","307","11","0.035830618892508145","361035.86","297575.90"
"2024-09-01","11","64","0","0","0.00","478085.94"
"2020-03-01","71","102","2","0.0196078431372549","43161.89","506174.51"
"2021-04-01","32","86","2","0.023255813953488372","1220304.89","709431.40"
"2020-10-01","54","264","6","0.022727272727272728","461330.00","443426.89"
"2024-11-01","11","37","0","0","0.00","454867.57"
"2019-12-01","44","364","12","0.03296703296703297","1046650.65","550112.36"
"2022-04-01","44","274","4","0.014598540145985401","671359.44","591754.74"
"2022-02-01","49","13","0","0","0.00","330200.00"
"2024-01-01","56","340","2","0.0058823529411764705","221586.80","294358.53"
"2024-10-01","56","411","0","0","0.00","354578.10"
"2025-06-01","71","157","0","0","0.00","395227.39"
"2020-02-01","62","284","8","0.028169014084507043","1767650.83","501388.38"
"2025-05-01","49","38","0","0","0.00","438610.53"
"2020-12-01","51","24","0","0","0.00","817633.33"
"2025-01-01","48","358","0","0","0.00","250522.07"
"2024-02-01","11","50","0","0","0.00","568518.00"
"2022-05-01","53","133","5","0.03759398496240601","263040.95","656909.02"
"2025-02-01","23","1017","0","0","0.00","333760.96"
"2020-08-01","49","25","2","0.08","1702421.55","722400.00"
"2025-03-01","44","429","0","0","0.00","593092.07"
"2023-06-01","55","2","0","0","0.00","225500.00"
"2025-03-01","92","2","0","0","0.00","125000.00"
"2025-05-01","45","498","0","0","0.00","447896.79"
"2023-11-01","21","3","0","0","0.00","468000.00"
"2023-01-01","51","34","0","0","0.00","380114.71"
"2019-10-01","31","76","2","0.02631578947368421","1253323.48","383722.37"
"2023-09-01","54","657","7","0.0106544901065449","1089687.52","484338.96"
"2020-12-01","23","371","13","0.03504043126684636","2503014.40","568093.53"
"2021-06-01","55","8","0","0","0.00","353712.50"
"2021-05-01","49","31","1","0.03225806451612903","843941.70","874861.29"
"2019-11-01","44","349","9","0.025787965616045846","1197502.39","637432.66"
"2024-02-01","72","614","0","0","0.00","585895.77"
"2024-01-01","49","15","0","0","0.00","229300.00"
"2025-01-01","62","708","0","0","0.00","502861.44"
"2020-10-01","32","35","0","0","0.00","930511.43"
"2023-10-01","48","229","2","0.008733624454148471","29506.02","184457.21"
"2021-03-01","32","70","0","0","0.00","842481.43"
"2025-06-01","72","446","0","0","0.00","774695.52"
"2024-03-01","81","621","1","0.001610305958132045","101850.00","369028.02"
"2022-05-01","52","76","2","0.02631578947368421","435093.63","451214.47"
"2024-11-01","81","591","0","0","0.00","294400.85"
"2024-04-01","45","383","2","0.005221932114882507","166097.32","398592.17"
"2023-08-01","61","67","0","0","0.00","415841.79"
"2023-03-01","11","50","0","0","0.00","660116.00"
"2023-07-01","52","75","0","0","0.00","425956.00"
"2021-08-01","52","135","4","0.02962962962962963","295448.44","578911.85"
"2020-07-01","32","43","0","0","0.00","653090.70"
"2021-02-01","71","88","1","0.011363636363636364","39569.19","513596.59"
"2025-05-01","23","1175","0","0","0.00","443087.15"
"2021-07-01","81","490","2","0.004081632653061225","243615.11","696674.69"
"2023-07-01","54","438","2","0.0045662100456621","174745.61","385871.23"
"2023-05-01","81","461","5","0.010845986984815618","156598.79","378507.59"
"2021-05-01","11","70","0","0","0.00","600035.71"
"2020-09-01","55","3","0","0","0.00","1119666.67"
"2024-06-01","62","569","0","0","0.00","509845.34"
"2024-06-01","42","248","0","0","0.00","540824.60"
"2023-10-01","62","324","1","0.0030864197530864196","100199.14","446226.23"
"2022-04-01","11","56","0","0","0.00","636287.50"
"2022-03-01","21","12","0","0","0.00","838500.00"
"2023-04-01","49","20","0","0","0.00","546725.00"
"2020-06-01","21","4","0","0","0.00","275425.00"
"2023-04-01","42","196","3","0.015306122448979591","690644.88","463662.24"
"2024-02-01","55","3","0","0","0.00","906666.67"
"2023-10-01","33","124","0","0","0.00","582169.35"
"2020-05-01","42","85","2","0.023529411764705882","38911.39","744090.59"
"2024-09-01","42","331","0","0","0.00","556305.74"
"2024-05-01","62","635","0","0","0.00","505189.45"
"2024-09-01","52","91","0","0","0.00","493012.09"
"2024-10-01","23","863","0","0","0.00","288248.44"
"2021-04-01","48","261","6","0.022988505747126436","1480219.75","389345.98"
"2021-09-01","11","123","3","0.024390243902439025","125283.29","983649.59"
"2022-12-01","11","49","1","0.02040816326530612","14752.80","515802.04"
"2020-06-01","52","66","0","0","0.00","494865.15"
"2025-05-01","81","934","0","0","0.00","434056.53"
"2023-07-01","11","44","0","0","0.00","481934.09"
"2021-12-01","22","3","0","0","0.00","285333.33"
"2019-11-01","42","185","13","0.07027027027027027","1252845.49","432787.03"
"2023-11-01","54","574","1","0.0017421602787456446","339837.55","381673.00"
"2022-04-01","71","132","5","0.03787878787878788","775446.50","360096.21"
"2020-09-01","11","91","0","0","0.00","319175.82"
"2024-10-01","44","357","0","0","0.00","554512.32"
"2024-11-01","44","330","0","0","0.00","480851.52"
"2023-10-01","53","90","0","0","0.00","466021.11"
"2022-11-01","53","119","6","0.05042016806722689","1328177.74","578690.76"
"2021-03-01","53","142","2","0.014084507042253521","148975.03","649511.97"
"2022-02-01","22","7","0","0","0.00","169742.86"
"2025-02-01","22","17","0","0","0.00","369000.00"
"2020-08-01","51","30","0","0","0.00","933106.67"
"2021-12-01","33","113","0","0","0.00","863072.57"
"2024-08-01","51","72","0","0","0.00","395418.06"
"2023-07-01","22","6","1","0.16666666666666666","1465174.12","893500.00"
"2024-05-01","52","121","0","0","0.00","450240.50"
"2024-04-01","48","315","0","0","0.00","270156.51"
"2021-01-01","11","10","0","0","0.00","669230.00"
"2024-01-01","72","622","2","0.003215434083601286","199176.79","599681.83"
"2023-06-01","42","203","0","0","0.00","491412.81"
"2021-04-01","42","211","5","0.023696682464454975","847852.40","785172.51"
"2021-10-01","48","182","7","0.038461538461538464","258011.09","159889.01"
"2021-04-01","22","5","0","0","0.00","214000.00"
"2024-04-01","53","130","0","0","0.00","475032.31"
"2023-08-01","81","466","1","0.002145922746781116","25000.00","445326.18"
"2024-02-01","53","133","0","0","0.00","405206.77"
"2024-02-01","32","75","0","0","0.00","508101.33"
"2022-12-01","21","7","0","0","0.00","980000.00"
"2023-06-01","51","52","0","0","0.00","520488.46"
"2021-12-01","56","183","7","0.03825136612021858","579896.84","452266.12"
"2020-06-01","45","98","3","0.030612244897959183","435826.93","314843.88"
"2021-10-01","54","200","7","0.035","195054.84","333288.00"
"2024-05-01","22","8","0","0","0.00","657750.00"
"2021-10-01","49","21","5","0.23809523809523808","990654.22","399919.05"
"2020-06-01","81","175","7","0.04","1173145.57","473918.86"
"2023-06-01","53","110","0","0","0.00","505682.73"
"2024-07-01","55","2","0","0","0.00","113500.00"
"2023-06-01","62","441","2","0.0045351473922902496","291412.79","487963.72"
"2024-12-01","72","858","0","0","0.00","637948.02"
"2024-06-01","48","296","0","0","0.00","260067.23"
"2021-06-01","49","33","0","0","0.00","593936.36"
"2023-11-01","92","1","0","0","0.00","350000.00"
"2022-06-01","21","11","0","0","0.00","801063.64"
"2021-08-01","51","56","1","0.017857142857142856","7004.74","719707.14"
"2022-06-01","44","318","5","0.015723270440251572","310107.71","618908.81"
"2024-10-01","48","341","0","0","0.00","195982.11"
"2024-08-01","49","51","0","0","0.00","495592.16"
"2021-09-01","31","170","4","0.023529411764705882","798550.06","806208.82"
"2020-07-01","53","91","1","0.01098901098901099","19575.34","646647.25"
"2021-06-01","71","124","3","0.024193548387096774","300477.78","593754.84"
"2021-05-01","72","479","4","0.008350730688935281","1790947.43","946468.48"
"2022-09-01","22","5","0","0","0.00","823200.00"
"2022-06-01","48","294","12","0.04081632653061224","471606.73","260438.78"
"2021-11-01","32","37","1","0.02702702702702703","18223.34","680162.16"
"2023-10-01","11","22","0","0","0.00","642622.73"
"2024-07-01","62","626","0","0","0.00","511983.23"
"2019-11-01","49","36","0","0","0.00","489038.89"
"2024-05-01","72","743","0","0","0.00","605266.08"
"2024-10-01","52","128","0","0","0.00","383669.53"
"2024-07-01","72","750","0","0","0.00","667500.40"
"2024-03-01","32","80","0","0","0.00","550467.50"
"2021-05-01","23","440","10","0.022727272727272728","1360028.40","517475.91"
"2024-01-01","45","290","2","0.006896551724137931","540109.96","497854.14"
"2020-11-01","81","255","7","0.027450980392156862","662405.12","581608.63"
"2021-10-01","56","119","4","0.03361344537815126","444698.28","240905.04"
"2019-11-01","61","57","2","0.03508771929824561","58744.64","472892.98"
"2021-12-01","32","45","0","0","0.00","776113.33"
"2023-10-01","61","63","0","0","0.00","237911.11"
"2022-08-01","32","55","0","0","0.00","525256.36"
"2023-06-01","22","3","0","0","0.00","488333.33"
"2024-06-01","81","585","0","0","0.00","413252.65"
"2023-09-01","21","13","0","0","0.00","158615.38"
"2023-02-01","32","48","0","0","0.00","582735.42"
"2022-08-01","44","283","7","0.024734982332155476","534117.00","580596.47"
"2024-02-01","61","80","1","0.0125","97484.75","572340.00"
"2020-01-01","42","144","4","0.027777777777777776","220372.85","505052.78"
"2021-05-01","61","63","2","0.031746031746031744","237538.71","558206.35"
"2020-04-01","45","133","3","0.022556390977443608","300213.91","359730.83"
"2023-04-01","54","396","7","0.017676767676767676","744625.55","319987.37"
"2020-07-01","51","25","1","0.04","1468546.64","620384.00"
"2022-12-01","33","133","0","0","0.00","813515.04"
"2023-01-01","81","346","4","0.011560693641618497","448908.29","397706.07"
"2020-09-01","45","215","2","0.009302325581395349","3064890.90","610381.86"
"2025-05-01","92","3","0","0","0.00","168666.67"
"2024-10-01","51","96","0","0","0.00","311007.29"
"2023-11-01","45","324","2","0.006172839506172839","135934.24","445026.85"
"2024-12-01","62","683","0","0","0.00","532730.16"
"2023-02-01","56","232","5","0.021551724137931036","517700.74","289651.29"
"2022-12-01","51","33","1","0.030303030303030304","143268.72","473796.97"
"2019-10-01","11","42","3","0.07142857142857142","60733.71","450057.14"
"2020-11-01","51","28","0","0","0.00","632210.71"
"2019-10-01","22","1","0","0","0.00","40000.00"
"2024-10-01","81","684","0","0","0.00","357060.23"
"2020-08-01","31","55","0","0","0.00","603589.09"
"2023-05-01","52","87","0","0","0.00","408037.93"
"2024-12-01","55","4","0","0","0.00","2287250.00"
"2024-09-01","48","350","0","0","0.00","288726.86"
"2021-03-01","33","135","1","0.007407407407407408","9671.80","819218.52"
"2023-11-01","71","191","0","0","0.00","428490.05"
"2023-03-01","62","435","3","0.006896551724137931","183233.94","563600.23"
"2019-10-01","71","148","10","0.06756756756756757","2307072.96","429670.95"
"2024-03-01","44","320","1","0.003125","148993.17","534735.63"
"2020-02-01","48","213","9","0.04225352112676056","839519.28","222821.60"
"2022-02-01","81","293","1","0.0034129692832764505","196933.68","560452.56"
"2024-09-01","54","766","0","0","0.00","432905.48"
"2024-10-01","21","14","0","0","0.00","754135.71"
"2025-01-01","11","69","0","0","0.00","742595.65"
"2022-06-01","22","8","0","0","0.00","618750.00"
"2022-10-01","62","348","3","0.008620689655172414","77760.50","543186.78"
"2021-06-01","56","270","5","0.018518518518518517","854231.58","390259.63"
"2025-05-01","21","14","0","0","0.00","1447557.14"
"2023-03-01","21","11","0","0","0.00","802463.64"
"2019-10-01","32","56","0","0","0.00","568960.71"
"2023-01-01","45","244","7","0.028688524590163935","502225.66","576502.46"
"2023-05-01","42","213","3","0.014084507042253521","324697.69","488426.29"
"2023-09-01","33","214","0","0","0.00","784358.41"
"2024-03-01","33","187","0","0","0.00","759854.01"
"2024-09-01","22","11","0","0","0.00","862163.64"
"2020-06-01","61","27","0","0","0.00","347474.07"
"2024-02-01","92","3","0","0","0.00","1683333.33"
"2022-03-01","44","308","6","0.01948051948051948","302589.03","727098.70"
"2023-03-01","81","463","5","0.01079913606911447","111238.24","370764.58"
"2022-03-01","51","36","1","0.027777777777777776","9939.60","553908.33"
"2020-02-01","11","40","0","0","0.00","511957.50"
"2020-04-01","92","3","0","0","0.00","178000.00"
"2020-03-01","31","78","1","0.01282051282051282","12025.50","644602.56"
"2019-11-01","51","37","3","0.08108108108108109","190999.68","192237.84"
"2025-03-01","55","6","0","0","0.00","450350.00"
"2021-09-01","51","66","0","0","0.00","783250.00"
"2023-11-01","62","536","4","0.007462686567164179","350560.19","548055.97"
"2024-01-01","53","114","0","0","0.00","399756.14"
"2021-07-01","33","179","6","0.0335195530726257","5879820.90","977761.45"
"2021-12-01","55","1","0","0","0.00","1281300.00"
"2024-02-01","49","22","0","0","0.00","369618.18"
"2024-09-01","32","90","0","0","0.00","683963.33"
"2022-04-01","33","139","2","0.014388489208633094","280851.70","526292.09"
"2025-02-01","71","236","0","0","0.00","490213.56"
"2023-01-01","33","94","0","0","0.00","523206.38"
"2025-01-01","42","303","0","0","0.00","596631.35"
"2021-07-01","21","11","0","0","0.00","1506627.27"
"2022-04-01","52","84","2","0.023809523809523808","280954.07","485390.48"
"2024-06-01","56","324","1","0.0030864197530864196","40000.00","403996.30"
"2025-05-01","33","251","0","0","0.00","848068.92"
"2023-07-01","61","63","2","0.031746031746031744","131551.69","250560.32"
"2020-12-01","33","147","3","0.02040816326530612","2168603.59","755751.02"
"2021-07-01","32","120","1","0.008333333333333333","11067.16","1015837.50"
"2024-04-01","71","194","0","0","0.00","348659.28"
"2019-12-01","45","119","2","0.01680672268907563","95600.05","204625.21"
"2020-02-01","42","145","3","0.020689655172413793","383493.74","522000.69"
"2023-09-01","81","745","2","0.0026845637583892616","37072.04","440049.26"
"2021-09-01","21","21","0","0","0.00","656890.48"
"2020-09-01","21","11","0","0","0.00","864172.73"
"2021-02-01","53","121","1","0.008264462809917356","782887.35","827084.30"
"2024-05-01","11","57","0","0","0.00","565663.16"
"2020-08-01","72","331","3","0.00906344410876133","556653.49","829497.58"
"2020-03-01","21","8","0","0","0.00","608175.00"
"2021-08-01","62","675","7","0.01037037037037037","1130194.52","897677.19"
"2021-03-01","71","89","1","0.011235955056179775","4793.97","598943.82"
"2022-02-01","61","44","0","0","0.00","303850.00"
"2022-09-01","23","643","11","0.017107309486780714","3297281.58","443604.04"
"2023-11-01","33","159","0","0","0.00","550653.46"
"2021-02-01","56","203","6","0.029556650246305417","2311630.06","367404.43"
"2024-04-01","23","954","1","0.0010482180293501049","19993.83","323734.28"
"2023-07-01","53","110","0","0","0.00","529781.82"
"2021-07-01","62","548","8","0.014598540145985401","2904853.27","879118.61"
"2023-05-01","48","300","14","0.04666666666666667","935411.62","216805.33"
"2021-03-01","22","14","0","0","0.00","189928.57"
"2023-01-01","62","337","2","0.005934718100890208","164185.03","519870.03"
"2022-12-01","54","392","10","0.025510204081632654","1680225.31","419911.22"
"2024-03-01","71","259","0","0","0.00","449981.47"
"2024-12-01","32","107","0","0","0.00","745305.61"
"2024-10-01","61","116","0","0","0.00","407836.21"
"2023-06-01","33","124","3","0.024193548387096774","357605.64","755132.26"
"2021-02-01","61","43","0","0","0.00","311700.00"
"2025-04-01","32","71","0","0","0.00","670040.85"
"2022-06-01","53","157","6","0.03821656050955414","866414.51","568988.54"
"2024-06-01","51","47","0","0","0.00","325851.06"
"2021-10-01","32","28","0","0","0.00","510017.86"
"2024-03-01","45","412","1","0.0024271844660194173","235873.00","440582.28"
"2023-04-01","72","568","4","0.007042253521126761","512500.41","614278.35"
"2024-11-01","42","259","0","0","0.00","644725.10"
"2024-09-01","92","2","0","0","0.00","184900.00"
"2025-06-01","22","4","0","0","0.00","337500.00"
"2020-06-01","31","41","1","0.024390243902439025","89125.02","686417.07"
"2019-10-01","45","160","8","0.05","698939.68","311699.38"
"2019-10-01","61","58","2","0.034482758620689655","52823.33","398072.41"
"2022-06-01","71","150","3","0.02","1127069.55","452766.00"
"2024-01-01","71","194","1","0.005154639175257732","97184.10","491663.92"
"2024-05-01","56","412","0","0","0.00","325791.50"
"2023-11-01","72","706","0","0","0.00","614073.09"
"2024-09-01","53","137","0","0","0.00","444128.47"
"2020-08-01","54","297","6","0.020202020202020204","1425573.17","521540.07"
"2023-01-01","32","56","1","0.017857142857142856","24009.57","721323.21"
"2023-06-01","11","37","0","0","0.00","695662.16"
"2020-09-01","32","102","1","0.00980392156862745","109821.19","912109.80"
"2020-01-01","22","7","0","0","0.00","153428.57"
"2020-02-01","53","81","1","0.012345679012345678","9715.16","643209.88"
"2022-08-01","23","596","12","0.020134228187919462","2752423.41","294444.63"
"2019-12-01","92","1","0","0","0.00","640200.00"
"2025-06-01","45","238","0","0","0.00","694377.73"
"2022-02-01","45","169","3","0.01775147928994083","130753.60","413693.49"
"2021-03-01","11","93","0","0","0.00","486008.60"
"2024-01-01","32","70","0","0","0.00","402812.86"
"2020-01-01","48","179","14","0.0782122905027933","2923300.14","210195.53"
"2021-11-01","56","168","4","0.023809523809523808","416841.95","252488.10"
"2020-04-01","52","100","2","0.02","655912.30","665987.00"
"2020-03-01","23","454","32","0.07048458149779736","2039669.33","261356.17"
"2025-01-01","44","378","0","0","0.00","562955.03"
"2024-12-01","49","33","0","0","0.00","625490.91"
"2022-06-01","72","662","12","0.01812688821752266","1951471.66","798628.85"
"2023-02-01","22","13","0","0","0.00","607638.46"
"2021-04-01","56","227","6","0.02643171806167401","1080630.44","404566.96"
"2020-12-01","32","69","3","0.043478260869565216","1184117.34","1087091.30"
"2021-10-01","72","246","4","0.016260162601626018","390625.56","526882.93"
"2019-12-01","22","6","0","0","0.00","325583.33"
"2024-10-01","31","127","0","0","0.00","449729.92"
"2021-07-01","55","5","0","0","0.00","646360.00"
"2020-09-01","52","190","4","0.021052631578947368","946090.30","825892.63"
"2024-03-01","52","88","0","0","0.00","331407.95"
"2022-10-01","22","5","1","0.2","142494.79","733000.00"
"2022-08-01","53","108","1","0.009259259259259259","139585.37","613441.67"
"2022-12-01","31","71","0","0","0.00","494532.39"
"2024-02-01","48","220","2","0.00909090909090909","234154.20","255215.45"
"2025-02-01","61","98","0","0","0.00","374005.10"
"2024-03-01","22","3","0","0","0.00","1066000.00"
"2020-04-01","62","495","7","0.014141414141414142","809009.77","745860.61"
"2022-07-01","72","612","8","0.013071895424836602","1313829.57","773162.09"
"2025-06-01","21","5","0","0","0.00","1288000.00"
"2022-06-01","23","572","15","0.026223776223776224","4147766.39","388587.06"
"2022-02-01","32","52","0","0","0.00","783078.85"
"2021-07-01","23","588","12","0.02040816326530612","2695896.91","511007.65"
"2025-03-01","71","321","0","0","0.00","552993.77"
"2023-05-01","23","696","3","0.004310344827586207","136455.72","262631.75"
"2023-05-01","92","1","0","0","0.00","229000.00"
"2021-06-01","31","95","2","0.021052631578947368","53956.23","481251.58"
"2020-11-01","23","259","12","0.04633204633204633","925109.86","463784.17"
"2022-06-01","54","388","11","0.028350515463917526","1190606.21","453817.27"
"2020-04-01","51","45","1","0.022222222222222223","6753.17","677400.00"
"2020-09-01","33","205","0","0","0.00","813007.80"
"2023-12-01","51","51","1","0.0196078431372549","150150.00","347625.49"
"2022-09-01","49","31","1","0.03225806451612903","22687.79","501800.00"
"2023-11-01","56","356","1","0.0028089887640449437","125180.84","354648.03"
"2024-09-01","61","111","0","0","0.00","459794.59"
"2022-09-01","33","136","4","0.029411764705882353","408063.27","839063.24"
"2021-09-01","32","126","1","0.007936507936507936","99964.53","1022741.27"
"2019-10-01","52","66","5","0.07575757575757576","634792.49","345795.45"
"2023-07-01","33","122","0","0","0.00","710099.18"
"2020-05-01","21","5","0","0","0.00","1026200.00"
"2020-05-01","52","43","0","0","0.00","628223.26"
"2021-01-01","45","39","1","0.02564102564102564","16302.56","360938.46"
"2023-01-01","11","37","0","0","0.00","730370.27"
"2024-06-01","23","795","1","0.0012578616352201257","44680.83","398325.41"
"2023-02-01","71","139","0","0","0.00","515985.61"
"2024-07-01","48","285","0","0","0.00","223272.63"
"2022-09-01","52","88","1","0.011363636363636364","145548.35","418038.64"
"2022-08-01","11","49","0","0","0.00","571844.90"
