"approval_ym","naics_code_2","approved_cnt","default_cnt","default_rate","chargeoff_sum","avg_amount"
"2022-11-01","62","372","2","0.005376344086021506","217591.82","557563.98"
"2023-10-01","45","239","2","0.008368200836820083","197699.70","432667.36"
"2020-02-01","22","6","0","0","0.00","1330033.33"
"2024-12-01","56","425","0","0","0.00","334689.18"
"2025-05-01","42","331","0","0","0.00","535854.98"
"2021-02-01","21","8","0","0","0.00","1088900.00"
"2022-05-01","51","43","0","0","0.00","410537.21"
"2021-10-01","44","197","8","0.04060913705583756","2141841.23","554477.16"
"2023-07-01","31","93","2","0.021505376344086023","287700.72","546893.55"
"2022-06-01","33","145","2","0.013793103448275862","1636711.57","669166.21"
"2024-05-01","48","310","0","0","0.00","269704.52"
"2023-11-01","48","278","7","0.025179856115107913","874134.91","269829.50"
"2022-02-01","55","6","0","0","0.00","2064883.33"
"2021-09-01","81","738","5","0.006775067750677507","1071284.30","777310.03"
"2022-02-01","42","140","4","0.02857142857142857","1589288.08","826238.57"
"2021-03-01","23","478","15","0.03138075313807531","2628787.10","397604.60"
"2022-04-01","49","27","2","0.07407407407407407","49789.65","608925.93"
"2021-12-01","72","466","9","0.019313304721030045","899342.29","884782.40"
"2024-01-01","48","272","3","0.011029411764705883","93596.66","229739.71"
"2021-02-01","32","47","0","0","0.00","967476.60"
"2021-12-01","45","147","2","0.013605442176870748","20371.70","386163.27"
"2023-08-01","71","199","2","0.010050251256281407","43644.67","515558.79"
"2022-02-01","11","44","0","0","0.00","666838.64"
"2020-08-01","23","340","10","0.029411764705882353","1773596.79","490166.47"
"2024-06-01","61","98","0","0","0.00","381083.67"
"2020-03-01","54","270","12","0.044444444444444446","1303345.14","309023.33"
"2023-06-01","56","218","1","0.0045871559633027525","151935.97","317063.76"
"2020-09-01","56","277","2","0.007220216606498195","182571.31","536047.29"
"2022-03-01","55","4","0","0","0.00","650325.00"
"2020-11-01","33","80","1","0.0125","145000.00","752385.00"
"2023-06-01","21","7","0","0","0.00","617685.71"
"2023-01-01","56","250","6","0.024","1279810.45","359980.80"
"2022-08-01","31","85","0","0","0.00","465494.12"
"2022-05-01","61","65","1","0.015384615384615385","311532.90","412604.62"
"2019-11-01","22","4","0","0","0.00","140275.00"
"2022-07-01","31","83","0","0","0.00","601097.59"
"2020-12-01","54","309","5","0.016181229773462782","574693.23","589062.14"
"2023-02-01","52","63","0","0","0.00","469601.59"
"2023-12-01","31","90","0","0","0.00","686423.33"
"2025-02-01","33","197","0","0","0.00","670053.30"
"2023-11-01","51","54","0","0","0.00","469918.52"
"2020-03-01","51","39","0","0","0.00","330800.00"
"2022-09-01","53","125","2","0.016","44125.64","556047.20"
"2025-04-01","72","671","0","0","0.00","574906.86"
"2021-08-01","45","256","13","0.05078125","1328180.05","562752.34"
"2021-01-01","48","102","2","0.0196078431372549","286797.03","182367.65"
"2024-05-01","42","317","0","0","0.00","441185.17"
"2022-11-01","72","553","6","0.0108499095840868","442927.16","690391.14"
"2022-01-01","72","444","7","0.015765765765765764","634038.35","839577.70"
"2023-06-01","32","73","0","0","0.00","710680.82"
"2020-07-01","62","256","4","0.015625","627661.03","579354.69"
"2024-03-01","53","125","0","0","0.00","387381.60"
"2024-02-01","33","146","0","0","0.00","471621.23"
"2024-05-01","61","117","0","0","0.00","288257.26"
"2022-10-01","49","27","0","0","0.00","782081.48"
"2022-03-01","48","342","17","0.049707602339181284","1110724.61","249805.85"
"2022-03-01","72","588","7","0.011904761904761904","3660099.76","805281.97"
"2023-08-01","32","52","0","0","0.00","613036.54"
"2022-07-01","51","48","1","0.020833333333333332","34477.64","353650.00"
"2019-11-01","52","76","0","0","0.00","402244.74"
"2024-11-01","22","9","0","0","0.00","809777.78"
"2019-11-01","21","8","0","0","0.00","735762.50"
"2020-12-01","71","83","1","0.012048192771084338","9560.89","535020.48"
"2020-03-01","22","7","0","0","0.00","223957.14"
"2023-03-01","23","806","12","0.01488833746898263","1140622.82","345495.16"
"2020-03-01","81","322","13","0.040372670807453416","1276506.33","393669.57"
"2020-01-01","53","92","3","0.03260869565217391","266655.80","683246.74"
"2019-12-01","54","312","8","0.02564102564102564","1506035.57","385895.83"
"2019-12-01","56","170","9","0.052941176470588235","889213.81","343931.18"
"2023-07-01","51","36","0","0","0.00","262072.22"
"2021-04-01","54","373","4","0.010723860589812333","819301.65","558100.00"
"2022-08-01","92","1","0","0","0.00","50000.00"
"2025-04-01","48","269","0","0","0.00","221580.67"
"2021-08-01","11","83","0","0","0.00","1027138.55"
"2021-11-01","21","9","0","0","0.00","677111.11"
"2023-05-01","31","91","1","0.01098901098901099","80064.45","581419.78"
"2019-11-01","11","40","0","0","0.00","369327.50"
"2023-04-01","11","46","1","0.021739130434782608","24589.00","442769.57"
"2022-06-01","45","289","5","0.01730103806228374","2480685.79","617573.70"
"2023-03-01","92","3","0","0","0.00","150000.00"
"2021-11-01","52","59","2","0.03389830508474576","359113.44","449228.81"
"2023-06-01","45","278","6","0.02158273381294964","440287.17","542408.27"
"2020-08-01","11","36","0","0","0.00","721675.00"
"2020-10-01","45","107","3","0.028037383177570093","495274.79","340631.78"
"2024-06-01","55","2","0","0","0.00","1026250.00"
"2023-07-01","48","234","6","0.02564102564102564","474948.99","238863.68"
"2023-08-01","53","123","2","0.016260162601626018","225355.03","603130.08"
"2023-12-01","49","27","0","0","0.00","667640.74"
"2023-10-01","54","409","1","0.0024449877750611247","349995.69","332418.83"
"2025-03-01","48","410","0","0","0.00","330307.07"
"2021-12-01","31","81","2","0.024691358024691357","265378.10","593774.07"
"2023-05-01","21","8","0","0","0.00","848012.50"
"2022-02-01","33","131","1","0.007633587786259542","91853.19","684550.38"
"2023-12-01","61","72","0","0","0.00","358909.72"
"2025-02-01","81","708","0","0","0.00","349931.64"
"2021-08-01","72","993","15","0.015105740181268883","2585973.15","1002959.32"
"2023-02-01","53","97","4","0.041237113402061855","112439.91","392518.56"
"2021-06-01","21","10","0","0","0.00","1004910.00"
"2021-03-01","55","3","0","0","0.00","519900.00"
"2024-06-01","33","184","0","0","0.00","719999.46"
"2023-10-01","49","14","1","0.07142857142857142","20050.20","378621.43"
"2019-12-01","52","95","0","0","0.00","544843.16"
"2024-11-01","56","338","0","0","0.00","283902.96"
"2023-06-01","61","74","0","0","0.00","268436.49"
"2023-10-01","31","90","0","0","0.00","286043.33"
"2023-05-01","44","278","4","0.014388489208633094","495885.05","542778.42"
"2023-10-01","52","50","0","0","0.00","558426.00"
"2021-11-01","22","6","1","0.16666666666666666","142804.78","97600.00"
"2020-10-01","51","38","0","0","0.00","414786.84"
"2021-05-01","81","335","4","0.011940298507462687","723809.80","571666.57"
"2021-06-01","81","396","3","0.007575757575757576","134181.53","587034.85"
"2020-12-01","72","365","5","0.0136986301369863","888377.80","764940.55"
"2023-03-01","22","4","0","0","0.00","255000.00"
"2020-11-01","61","22","0","0","0.00","262981.82"
"2025-05-01","32","99","0","0","0.00","901073.74"
"2023-03-01","51","57","3","0.05263157894736842","2039867.64","355398.25"
"2022-05-01","21","11","0","0","0.00","715027.27"
"2020-09-01","53","166","2","0.012048192771084338","72649.72","925649.40"
"2025-04-01","22","9","0","0","0.00","774500.00"
"2023-10-01","42","195","3","0.015384615384615385","237804.29","494647.18"
"2021-03-01","61","40","1","0.025","129152.88","302675.00"
"2025-03-01","56","580","0","0","0.00","345924.66"
"2020-01-01","52","62","0","0","0.00","652290.32"
"2020-05-01","55","2","0","0","0.00","1472500.00"
"2022-02-01","48","223","8","0.03587443946188341","292195.53","231526.91"
"2024-06-01","52","92","0","0","0.00","497056.52"
"2025-06-01","44","191","0","0","0.00","601879.58"
"2024-10-01","22","11","0","0","0.00","1152081.82"
"2021-11-01","45","155","4","0.025806451612903226","510669.25","272075.48"
"2025-01-01","49","30","0","0","0.00","446086.67"
"2022-07-01","52","67","4","0.05970149253731343","837328.77","410376.12"
"2021-12-01","54","353","6","0.0169971671388102","639763.68","498069.12"
"2020-09-01","54","466","3","0.006437768240343348","687957.53","625675.11"
"2024-12-01","71","222","0","0","0.00","508277.93"
"2025-04-01","53","129","0","0","0.00","328759.69"
"2021-01-01","33","46","0","0","0.00","606286.96"
"2021-05-01","53","144","1","0.006944444444444444","350203.66","868090.28"
"2021-08-01","31","137","4","0.029197080291970802","586715.68","881952.55"
"2022-09-01","45","276","5","0.018115942028985508","257915.33","693162.32"
"2022-02-01","52","77","0","0","0.00","464448.05"
"2023-03-01","52","81","2","0.024691358024691357","222180.08","462920.99"
"2021-12-01","11","37","0","0","0.00","972316.22"
"2019-10-01","21","6","0","0","0.00","666650.00"
"2024-07-01","54","673","0","0","0.00","341433.73"
"2020-07-01","55","2","0","0","0.00","282050.00"
"2022-10-01","45","233","9","0.03862660944206009","1756126.07","686323.61"
"2020-05-01","23","255","5","0.0196078431372549","170795.27","303363.53"
"2024-07-01","23","889","0","0","0.00","339421.03"
"2019-11-01","53","83","2","0.024096385542168676","244129.98","631806.02"
"2022-05-01","72","601","13","0.021630615640599003","2986462.06","781691.68"
"2023-12-01","21","4","0","0","0.00","1960325.00"
"2024-09-01","33","235","0","0","0.00","649202.98"
"2021-04-01","53","140","0","0","0.00","736156.43"
"2019-10-01","49","31","0","0","0.00","403580.65"
"2023-12-01","11","51","0","0","0.00","389913.73"
"2024-02-01","42","223","1","0.004484304932735426","49703.62","433241.70"
"2023-04-01","92","2","0","0","0.00","110000.00"
"2023-05-01","61","77","1","0.012987012987012988","24965.93","327094.81"
"2022-10-01","23","514","10","0.019455252918287938","2239012.78","347821.21"
"2019-11-01","33","144","5","0.034722222222222224","516729.98","614717.36"
"2021-03-01","44","489","2","0.00408997955010225","106404.68","786241.31"
"2022-06-01","51","42","0","0","0.00","475819.05"
"2022-06-01","61","83","2","0.024096385542168676","155557.95","431400.00"
"2024-08-01","11","56","0","0","0.00","734635.71"
"2020-09-01","22","5","0","0","0.00","891700.00"
"2023-09-01","53","184","0","0","0.00","626355.43"
"2020-01-01","23","465","25","0.053763440860215055","1453510.34","252190.11"
"2022-09-01","32","61","0","0","0.00","915196.72"
"2025-02-01","44","358","0","0","0.00","554924.02"
"2020-11-01","71","53","1","0.018867924528301886","99680.85","354730.19"
"2025-02-01","31","122","0","0","0.00","380100.82"
"2025-06-01","51","38","0","0","0.00","298878.95"
"2021-08-01","53","206","0","0","0.00","1081197.57"
"2021-06-01","45","193","3","0.015544041450777202","156134.69","441618.13"
"2021-04-01","55","4","0","0","0.00","511250.00"
"2022-03-01","45","241","6","0.024896265560165973","495091.40","605653.11"
"2023-04-01","81","407","6","0.014742014742014743","398216.50","354183.29"
"2021-03-01","45","146","1","0.00684931506849315","4942.73","426190.41"
"2023-04-01","23","649","7","0.01078582434514638","609674.62","363672.57"
"2025-06-01","31","58","0","0","0.00","405401.72"
"2024-09-01","21","10","0","0","0.00","1209650.00"
"2024-07-01","42","332","0","0","0.00","641995.48"
"2020-12-01","81","319","8","0.025078369905956112","1016776.39","616736.68"
"2022-03-01","22","4","0","0","0.00","392700.00"
"2022-04-01","72","590","4","0.006779661016949152","797362.50","820479.66"
"2025-01-01","21","10","0","0","0.00","256880.00"
"2024-04-01","81","648","0","0","0.00","308666.36"
"2025-05-01","54","845","0","0","0.00","530980.95"
"2023-05-01","71","195","2","0.010256410256410256","37650.37","428996.41"
"2022-08-01","48","315","10","0.031746031746031744","733502.29","203591.43"
"2025-03-01","21","18","0","0","0.00","794933.33"
"2020-11-01","11","29","0","0","0.00","788813.79"
"2023-11-01","42","259","0","0","0.00","669361.78"
"2020-05-01","56","104","2","0.019230769230769232","271445.73","385019.23"
"2020-06-01","48","181","5","0.027624309392265192","145976.84","137474.03"
"2019-12-01","32","64","3","0.046875","858818.80","587846.88"
"2020-05-01","81","151","6","0.039735099337748346","910543.35","460829.14"
"2023-05-01","72","654","2","0.0030581039755351682","975192.01","671410.86"
"2024-11-01","51","57","0","0","0.00","525535.09"
"2020-04-01","55","1","0","0","0.00","245000.00"
"2020-08-01","32","56","1","0.017857142857142856","717094.03","651637.50"
"2021-02-01","11","77","0","0","0.00","638266.23"
"2022-07-01","45","251","9","0.035856573705179286","1819496.24","649168.13"
"2024-07-01","21","17","0","0","0.00","776341.18"
"2021-01-01","51","9","0","0","0.00","996800.00"
"2020-09-01","48","362","2","0.0055248618784530384","368060.66","394698.62"
"2025-02-01","49","28","0","0","0.00","265814.29"
"2021-05-01","48","228","5","0.021929824561403508","1132960.99","384621.93"
"2021-01-01","21","4","0","0","0.00","596700.00"
"2022-04-01","22","6","2","0.3333333333333333","299090.75","182500.00"
"2025-02-01","21","13","0","0","0.00","701838.46"
"2020-02-01","61","46","2","0.043478260869565216","46544.73","312900.00"
"2022-11-01","31","82","1","0.012195121951219513","25000.00","306651.22"
"2021-06-01","33","173","1","0.005780346820809248","56485.84","980546.24"
"2021-10-01","62","174","4","0.022988505747126436","2809307.21","421570.69"
"2024-06-01","72","724","0","0","0.00","622797.93"
"2023-04-01","52","61","1","0.01639344262295082","48798.51","420190.16"
"2021-03-01","72","480","5","0.010416666666666666","1843861.89","936929.79"
"2021-03-01","42","154","7","0.045454545454545456","4957280.87","834735.71"
"2023-05-01","49","27","0","0","0.00","226637.04"
"2025-01-01","54","796","0","0","0.00","371852.26"
"2022-10-01","81","417","10","0.023980815347721823","265062.26","453154.92"
"2024-09-01","23","952","0","0","0.00","393505.36"
"2021-09-01","56","386","8","0.02072538860103627","1955013.49","540972.28"
"2024-05-01","32","76","0","0","0.00","535786.84"
"2020-07-01","61","37","1","0.02702702702702703","118572.38","334910.81"
"2024-08-01","48","315","0","0","0.00","264328.89"
"2020-02-01","45","105","7","0.06666666666666667","627135.17","289195.24"
"2020-10-01","33","81","1","0.012345679012345678","135590.68","705312.35"
"2024-08-01","81","652","0","0","0.00","372067.02"
"2022-11-01","33","121","2","0.01652892561983471","268491.91","715862.81"
"2022-07-01","81","376","10","0.026595744680851064","646321.03","541507.71"
"2023-04-01","31","77","1","0.012987012987012988","146593.10","455710.39"
"2022-11-01","81","415","9","0.021686746987951807","673079.58","457995.90"
"2020-12-01","92","1","0","0","0.00","145000.00"
"2022-04-01","51","37","0","0","0.00","409521.62"
"2025-01-01","52","105","0","0","0.00","468406.67"
"2024-03-01","92","7","0","0","0.00","393371.43"
"2024-03-01","11","67","0","0","0.00","327362.69"
"2022-05-01","81","377","9","0.023872679045092837","760302.57","528658.89"
"2019-11-01","45","134","5","0.03731343283582089","403499.01","271491.79"
"2024-03-01","61","101","0","0","0.00","339543.56"
"2020-03-01","32","68","1","0.014705882352941176","4602.94","691113.24"
"2023-09-01","71","290","1","0.0034482758620689655","64475.82","516317.93"
"2022-01-01","54","282","6","0.02127659574468085","175622.18","474370.92"
"2022-09-01","55","1","0","0","0.00","877000.00"
"2022-07-01","55","3","0","0","0.00","811333.33"
"2020-10-01","53","68","0","0","0.00","544227.94"
"2021-04-01","52","113","0","0","0.00","609904.42"
"2022-04-01","61","59","2","0.03389830508474576","484347.79","545766.10"
"2024-12-01","52","123","0","0","0.00","493303.25"
"2023-09-01","51","60","0","0","0.00","437445.00"
"2020-04-01","42","195","8","0.041025641025641026","3212232.13","943445.64"
"2022-01-01","71","109","0","0","0.00","434562.39"
"2022-01-01","42","130","3","0.023076923076923078","229897.89","758800.00"
"2024-07-01","52","87","0","0","0.00","513826.44"
"2024-04-01","56","399","0","0","0.00","279101.75"
"2021-11-01","55","6","0","0","0.00","1447516.67"
"2024-01-01","54","555","2","0.0036036036036036037","193345.40","280374.05"
"2019-11-01","56","210","11","0.05238095238095238","2080885.03","311670.48"
"2021-12-01","52","93","1","0.010752688172043012","47776.39","651038.71"
"2024-09-01","45","477","0","0","0.00","599839.41"
"2023-08-01","11","49","0","0","0.00","1066561.22"
"2023-05-01","62","432","3","0.006944444444444444","498181.60","527483.80"
"2022-07-01","53","113","3","0.02654867256637168","191269.05","660565.49"
"2025-05-01","72","1076","0","0","0.00","611351.77"
"2024-08-01","44","352","0","0","0.00","530861.36"
"2020-06-01","54","209","3","0.014354066985645933","244040.97","339558.37"
"2021-07-01","53","178","4","0.02247191011235955","595269.34","992615.17"
"2021-03-01","31","76","1","0.013157894736842105","12958.54","833492.11"
"2020-11-01","53","59","0","0","0.00","534286.44"
"2020-07-01","56","169","7","0.04142011834319527","4017886.00","418569.23"
"2025-04-01","61","106","0","0","0.00","276414.15"
"2020-10-01","55","1","0","0","0.00","150000.00"
"2020-07-01","31","52","1","0.019230769230769232","120172.23","424126.92"
"2021-01-01","81","119","0","0","0.00","440004.20"
"2022-05-01","55","3","0","0","0.00","858500.00"
"2021-10-01","42","85","3","0.03529411764705882","359955.75","414643.53"
"2022-09-01","51","45","1","0.022222222222222223","74372.60","600748.89"
"2024-06-01","32","66","0","0","0.00","689037.88"
"2021-02-01","62","397","5","0.012594458438287154","580613.64","711861.96"
"2025-05-01","51","79","0","0","0.00","619843.04"
"2023-07-01","71","167","5","0.029940119760479042","1053969.35","391895.21"
"2022-05-01","32","51","0","0","0.00","625388.24"
"2020-02-01","81","304","6","0.019736842105263157","287703.95","404776.64"
"2023-08-01","52","69","2","0.028985507246376812","60679.06","549621.74"
"2022-12-01","71","145","4","0.027586206896551724","215947.75","551388.97"
"2025-06-01","62","405","0","0","0.00","591303.95"
"2021-02-01","33","138","0","0","0.00","1031332.61"
"2025-02-01","48","329","0","0","0.00","233296.66"
"2021-12-01","21","10","0","0","0.00","1450100.00"
"2025-03-01","32","109","0","0","0.00","864777.98"
"2020-04-01","81","406","4","0.009852216748768473","521872.53","686846.80"
"2024-06-01","45","417","0","0","0.00","548019.18"
"2022-09-01","72","662","15","0.022658610271903322","5622255.66","783146.22"
"2021-09-01","53","233","3","0.012875536480686695","133000.56","1000650.21"
"2024-11-01","21","16","0","0","0.00","1044668.75"
"2020-09-01","42","230","3","0.013043478260869565","625287.67","1129746.96"
"2020-04-01","48","160","5","0.03125","495602.06","552750.00"
"2025-04-01","56","387","0","0","0.00","251411.37"
"2022-05-01","56","241","3","0.012448132780082987","230697.75","365806.64"
"2020-01-01","71","132","10","0.07575757575757576","2501756.24","436181.06"
"2019-12-01","31","69","1","0.014492753623188406","31071.34","455592.75"
"2023-07-01","81","421","2","0.004750593824228029","72140.82","386822.80"
"2020-11-01","54","250","8","0.032","2596364.67","419232.40"
"2019-12-01","71","153","3","0.0196078431372549","549424.40","407711.76"
"2021-11-01","42","127","3","0.023622047244094488","826073.13","657397.64"
"2023-10-01","23","516","5","0.009689922480620155","265435.16","267142.05"
"2022-08-01","51","41","2","0.04878048780487805","346571.62","504941.46"
"2021-01-01","71","29","0","0","0.00","307424.14"
"2020-05-01","48","136","7","0.051470588235294115","360288.56","235427.94"
"2021-10-01","55","1","0","0","0.00","1317500.00"
"2023-06-01","31","100","0","0","0.00","346375.00"
"2021-08-01","32","111","0","0","0.00","952181.08"
"2023-09-01","61","116","2","0.017241379310344827","174207.97","389209.48"
"2024-07-01","51","60","0","0","0.00","464801.67"
"2020-12-01","44","389","6","0.015424164524421594","392047.33","866270.95"
"2022-05-01","31","84","1","0.011904761904761904","99981.93","666447.62"
"2023-09-01","44","434","2","0.004608294930875576","172618.13","664906.45"
"2022-10-01","71","150","1","0.006666666666666667","21000.00","466546.00"
"2020-06-01","42","87","1","0.011494252873563218","78975.41","442247.13"
"2024-12-01","45","406","0","0","0.00","489653.69"
"2022-11-01","44","315","8","0.025396825396825397","1057183.41","621493.02"
"2020-05-01","51","23","0","0","0.00","774665.22"
"2021-10-01","23","265","4","0.01509433962264151","286429.10","290821.51"
"2021-11-01","49","7","0","0","0.00","373957.14"
"2023-08-01","21","8","0","0","0.00","670862.50"
"2020-07-01","22","6","0","0","0.00","239616.67"
"2023-03-01","49","30","1","0.03333333333333333","147839.00","495893.33"
"2021-05-01","92","1","0","0","0.00","693500.00"
"2023-12-01","23","673","2","0.0029717682020802376","205519.78","310735.96"
"2025-02-01","42","273","0","0","0.00","495110.99"
"2023-06-01","23","640","3","0.0046875","139563.98","307925.00"
"2023-09-01","42","341","0","0","0.00","677117.60"
"2025-06-01","32","53","0","0","0.00","707152.83"
"2023-12-01","32","75","0","0","0.00","675249.33"
"2021-05-01","31","71","0","0","0.00","438949.30"
"2025-04-01","44","302","0","0","0.00","438762.58"
"2023-03-01","45","328","8","0.024390243902439025","1521850.03","521268.90"
"2025-04-01","51","44","0","0","0.00","342922.73"
